,sigma,function,mae_nn_interp.,mae_nn_extrap.,mae_mdl_interp.,mae_mdl_extrap.,rmse_nn_interp.,rmse_nn_extrap.,rmse_mdl_interp.,rmse_mdl_extrap.,n,r
0,0.0,tanh,0.007059834967329135,0.022506893926621547,0.0003386814093595271,0.01923960056806182,0.008475777298230501,0.023713175017844642,0.00041337552167010653,0.024797440343164393,0,0
1,0.0,tanh,0.0072858115758813,0.01658182717272591,0.003137612047070863,0.07299000404251314,0.008533509489291435,0.016603268691189128,0.0037058804708084013,0.08333211095343039,1,0
2,0.0,tanh,0.003470893189926392,0.07435273113275119,0.0018373172446834534,291.7550728956761,0.0052788937562300185,0.07748749989438652,0.002166585263385499,515.5929886089966,2,0
3,0.0,tanh,0.0009190647245038445,0.0635573252262922,0.00015540933460292907,0.05798127997257081,0.0011208885400850065,0.08003833901385382,0.0002264380365358511,0.09225895017655585,3,0
4,0.0,tanh,0.0008791635381037579,0.012288407596002037,0.00013477641866182195,0.008864566516211647,0.0010652083578245007,0.013305812547664005,0.00017384881840287088,0.011191717610376477,4,0
5,0.0,tanh,0.0009302305401457104,0.12714615821058467,0.0002198667813316922,0.02888112658567753,0.0011275707042416913,0.15402166117923755,0.0002549481924746015,0.03277065002132405,5,0
6,0.0,tanh,0.0007497319103683326,0.009174142333840741,0.00023588620693614854,0.06332644672674732,0.0009302115891718302,0.010071084589750107,0.0003008641101229528,0.08271338734933392,6,0
7,0.0,tanh,0.0005396938871508977,0.008789577530412797,0.0002614294963959987,0.009817594050438617,0.00065557796469333,0.013120757832376682,0.00035397085772278245,0.014411896561203837,7,0
8,0.0,tanh,0.0009424249268115066,0.022218399131187894,2.430801460750365e-05,0.0021646522913650614,0.0011121001346189366,0.026052750379647476,2.9784370541277083e-05,0.0028580730891957047,8,0
9,0.0,tanh,0.0006298256668854184,0.0390561781082816,1.1055262751029457e-05,0.06048971573990345,0.0008060263015860249,0.04746411533485479,1.2657303583021109e-05,0.10831029177112629,9,0
10,0.0,tanh,0.0055841233368541295,0.0014454580320698775,0.000970016554384635,0.02182642841677073,0.006653456752126449,0.0018362539275835286,0.001156231893514903,0.02747011051707624,0,1
11,0.0,tanh,0.005170961709766398,0.014970925615829933,0.002631290259200702,0.03577401980055081,0.0066150582956539155,0.01498848747783568,0.0030387801134104703,0.03890249285340105,1,1
12,0.0,tanh,0.002016874926108866,0.03312538568945504,0.0011120445952822185,0.12301879069769965,0.0032954062142339273,0.03661564855274018,0.001294832039182414,0.16111207981591877,2,1
13,0.0,tanh,0.0005348830994186054,0.06895327487110937,0.00021791041383650037,0.09112736671948496,0.000709450911178237,0.08670889355529803,0.00027330835246471957,0.11173116309577164,3,1
14,0.0,tanh,0.0010275598662213502,0.012726796448242752,0.00013457594145301275,0.031408150535429405,0.0012193941737188884,0.013511236698433638,0.0001660871146753705,0.042095985640448905,4,1
15,0.0,tanh,0.0006940462948015571,0.1358135325000685,8.717055687763875e-05,0.1128023942357013,0.0008469370649217973,0.16351911531742006,0.00010225833785528479,0.22987635845741403,5,1
16,0.0,tanh,0.0005160536746745988,0.008888598217223913,0.00020751918402763287,0.030690480828495938,0.0006464756529136337,0.009554054505042422,0.0002515073216119384,0.05056869908728971,6,1
17,0.0,tanh,0.0011028669308519269,0.005783711989745823,0.00022185398386068332,0.012548064634255968,0.0012609583345007894,0.008542851811800875,0.0002825230827150606,0.016626856942585852,7,1
