,sigma,function,mae_nn_train,mae_nn_test,mae_mdl_train,mae_mdl_test,rmse_nn_train,rmse_nn_test,rmse_mdl_train,rmse_mdl_test,n,r
0,0.0,leaky_ReLU,0.010826941901633347,0.11787303098952544,0.0007994109221313892,0.03263259555173966,0.012698522914020982,0.1329144650483392,0.0010386467652263778,0.04503370043241929,0,0
1,0.0,leaky_ReLU,0.006434091232181094,0.16471388755396316,0.007436997083286878,0.19768176509208138,0.00940348760310922,0.17690761476634276,0.010081004011899708,0.2187113412311562,1,0
2,0.0,leaky_ReLU,0.007582451610782475,0.140876493199848,0.005103452023319424,0.17567664257166643,0.010592629172134008,0.17045536024861113,0.006734956226882722,0.20656292158983924,2,0
3,0.0,leaky_ReLU,0.0036882204808025175,0.17261671961179476,0.0016517257333288867,0.06723254124881409,0.005360875930638065,0.2027708137004928,0.0020610377164158988,0.08044059786892506,3,0
4,0.0,leaky_ReLU,0.004480238700284036,0.1050941299908121,0.002559376015160175,1.1417002816123227,0.005717836309917575,0.12848945006834753,0.002954169724444508,1.636346149659629,4,0
5,0.0,leaky_ReLU,0.003649676729317201,0.04520964421201073,0.001963471588342166,0.6916164267144169,0.004273548361059078,0.05126331875853704,0.0027092563432602277,1.063898493756894,5,0
6,0.0,leaky_ReLU,0.007583654460606897,0.11577529452951021,0.0017089054318566751,7.74979706380194,0.009620330877904135,0.13394971511806897,0.002319394633483068,19.87529710702435,6,0
7,0.0,leaky_ReLU,0.010327534024810155,0.11892445770365595,0.003525008070973104,0.050980192218534004,0.012884716020325863,0.13376462167591202,0.004895063388906548,0.06495706741005722,7,0
8,0.0,leaky_ReLU,0.010517616290910196,0.0279308255141918,0.018853353054922407,0.07190363871655073,0.01706490330037526,0.04125202455980453,0.02425223320433217,0.0838444680600403,8,0
9,0.0,leaky_ReLU,0.005273787680007782,0.03863674236463984,0.0018518855312346576,0.0506516667535384,0.006331501789959025,0.044914157024212704,0.0026338823537720994,0.06495447314408191,9,0
10,0.0,leaky_ReLU,0.007691995009733449,0.06273413575960791,0.0008445198642182041,0.0736956757638371,0.008789967209263169,0.07057797793750578,0.0010669634591323593,0.09135003795622508,0,1
11,0.0,leaky_ReLU,0.00663961731441756,0.19544084283909655,0.005034872309105942,0.11697184554875482,0.009691898928731665,0.21180098344080348,0.006654408227432591,0.12292428873380633,1,1
12,0.0,leaky_ReLU,0.0074406091130277,0.1650227431860593,0.0055291340135747245,0.1069085617610732,0.010003668894704271,0.19710615934421996,0.0068605665646111385,0.12818840672746074,2,1
13,0.0,leaky_ReLU,0.0030671192052167543,0.11093519941649073,0.0015905605298108527,0.16790335657873476,0.004410447979666656,0.12602552279944768,0.0020329529540088613,0.2647911505521513,3,1
14,0.0,leaky_ReLU,0.005205769196270029,0.08439800115758245,0.0036391524480692754,0.7231566237063995,0.0068584280435214804,0.10362144242965281,0.004342030061060919,0.987709735075613,4,1
15,0.0,leaky_ReLU,0.004618696277356758,0.08839239496479072,0.001947081781843422,0.5433088236258593,0.005562949524507509,0.10387525176215094,0.0026933047958379768,0.8179146439858284,5,1
16,0.0,leaky_ReLU,0.006626607585704638,0.012169047742647385,0.0025629802715378684,0.08556265408107436,0.009317568662522783,0.012518469940857466,0.0035250445710766558,0.096453307625509,6,1
17,0.0,leaky_ReLU,0.011189112929994856,0.12001731239013413,0.003907730615363339,0.22478703698065192,0.013357275023549352,0.1341946059407838,0.0052248359414062235,0.2669238153443909,7,1
18,0.0,leaky_ReLU,0.011259143070897705,0.031744291619399075,0.007849524864028911,0.052368087452734254,0.018086514498197648,0.047429533097006246,0.010831223406969145,0.05982267675736899,8,1
19,0.0,leaky_ReLU,0.005810668494085741,0.06455819658885119,0.0018261885234631902,0.046186015578456883,0.006885748081578226,0.07674405739709324,0.00264092886861402,0.05911846534693326,9,1
20,0.0,leaky_ReLU,0.012199301613956806,0.0628112529839884,0.0009631879327342061,0.010485375153267786,0.015037734181404012,0.07442772975060595,0.0012680635309079203,0.01628936713704027,0,2
21,0.0,leaky_ReLU,0.006512348455563273,0.15819564628861962,0.007637702598335668,0.19671076368562446,0.009482064710588364,0.16980477475498387,0.010069085058850633,0.21790804052167112,1,2
22,0.0,leaky_ReLU,0.007429989941218938,0.1604022881877282,0.005254752971021478,0.1264079889000842,0.010225908786827729,0.1923586309423361,0.006999988016793001,0.19085907439053595,2,2
23,0.0,leaky_ReLU,0.003508205768816541,0.1760883058240884,0.0016589497876869975,0.02507637559122809,0.005118719814586842,0.2084788215603037,0.00200107825677321,0.02790061553076695,3,2
24,0.0,leaky_ReLU,0.004528693212240516,0.11705674528967848,0.0036990666349931496,0.707394986799941,0.005719514068714005,0.1432579583102762,0.004393069643011509,0.9629300411599628,4,2
25,0.0,leaky_ReLU,0.004003728249947222,0.023799163622585162,0.0019788127770009583,0.18433890376100845,0.004660310267300024,0.025205554867446477,0.0025604725121937937,0.2513070346451068,5,2
26,0.0,leaky_ReLU,0.006503946716205338,0.007875595090658563,0.001807927334772944,0.048094450395803366,0.009302602683235598,0.00845765844736411,0.002443099494537377,0.0550538942916032,6,2
27,0.0,leaky_ReLU,0.011189016550300997,0.1249023504139229,0.0044488978434522415,0.06516552064264615,0.01342715097334559,0.14007732106088677,0.005628613680451582,0.08429789000137888,7,2
28,0.0,leaky_ReLU,0.01219980551541073,0.01786226072141173,0.005567348545362078,0.04286298753805123,0.01879601416878118,0.02583205666651899,0.008376785874674393,0.04772718355792588,8,2
29,0.0,leaky_ReLU,0.004559029361791687,0.04682485189779099,0.0022636435018041543,0.01846136805777653,0.005516414958914076,0.055561371951819254,0.0029010648964253477,0.02563246407798014,9,2
30,0.02,leaky_ReLU,0.010123350892195454,0.09520841212471091,0.012815968672884145,0.07997036956197794,0.011855652825844793,0.10838004098856512,0.015520731980008582,0.10087186922649631,0,0
31,0.02,leaky_ReLU,0.008462815324988519,0.20560056621676032,0.025496955066306205,0.3033656759521007,0.010780348142376554,0.2209266944234021,0.03049835909123338,0.3220425270518734,1,0
32,0.02,leaky_ReLU,0.007893911734675029,0.1490433845878531,0.013279498079277809,0.1061156889235505,0.010846928269980897,0.18031744252273493,0.015707845691313282,0.12747702490815593,2,0
33,0.02,leaky_ReLU,0.007759485494861592,0.2535277837548179,0.005531323396652849,0.382213778618845,0.0091028969329894,0.3018846550412591,0.00791131386337229,0.4929207040867022,3,0
34,0.02,leaky_ReLU,0.005371343359193909,0.16050857771324184,0.01671668604384297,0.04673072741277876,0.006764175951804298,0.20156464967595292,0.019883521397521305,0.0546552094955609,4,0
35,0.02,leaky_ReLU,0.005553983561799221,0.12295454011032605,0.00848525940776147,0.14904375099390105,0.007293103305699934,0.1405009134390521,0.010186075948003713,0.1722523019222354,5,0
36,0.02,leaky_ReLU,0.009196274255576816,0.05908360793178445,0.007081971493106536,0.07954103628577368,0.01099364088718088,0.06924675837799298,0.008855072064459185,0.09053036914563385,6,0
37,0.02,leaky_ReLU,0.014142827159361607,0.11561893484008248,0.02055293239340986,0.022776084109026963,0.016590216063517082,0.12932661408960142,0.02323844063735387,0.025913513252524757,7,0
38,0.02,leaky_ReLU,0.013456710859411197,0.07392942762310914,0.018692589886171496,0.07666542229464096,0.019475857252286222,0.1024199659906643,0.02448419302641032,0.08803556988989913,8,0
39,0.02,leaky_ReLU,0.006315386104109621,0.03825816088039804,0.007851361519494535,0.021487497265818483,0.007342053048032205,0.0396075777970984,0.011548783433611723,0.02502794534967349,9,0
40,0.02,leaky_ReLU,0.0089854876555119,0.08689846466247142,0.011980526009135621,0.08656453691787414,0.011024486033096794,0.0972283565019843,0.015164399606919083,0.10668542495401037,0,1
41,0.02,leaky_ReLU,0.0080387348949136,0.20720950937908084,0.009039302009716517,0.21297898911763588,0.011332206292203502,0.22537586854362027,0.01316988593932106,0.23637871369009958,1,1
42,0.02,leaky_ReLU,0.010384723859550308,0.16178686029169162,0.013450807683284457,0.10444937912716845,0.012463570257713233,0.19197104048721966,0.016077432874006623,0.12539539941270145,2,1
43,0.02,leaky_ReLU,0.00404051361754223,0.06743906476681343,0.005095321385537627,0.2174197608204983,0.0061423070573347885,0.0764392442886981,0.006939237425351321,0.25098201251010216,3,1
44,0.02,leaky_ReLU,0.005530478470140053,0.08238129493823806,0.005640626695655946,0.8630418549611621,0.0074171695629598,0.0991000720680165,0.006867563692653754,1.1971869655023806,4,1
45,0.02,leaky_ReLU,0.009026881575533196,0.2229337778179439,0.008345880057775689,0.14784560703003574,0.011965382328571018,0.25870219283347895,0.010191888389288748,0.1712166444165307,5,1
46,0.02,leaky_ReLU,0.00858108146563313,0.10766084518919802,0.006945214402576626,0.07096917269715827,0.011112467779454112,0.12019085228668269,0.008565205638379573,0.08302277751937777,6,1
47,0.02,leaky_ReLU,0.013677508933162073,0.034685921608329916,0.01767669378519177,0.08716046243897449,0.01597850188262116,0.039891848982111726,0.026568587255463707,0.10798802360797824,7,1
48,0.02,leaky_ReLU,0.013179409011776479,0.01972321278477291,0.018987135948871834,0.07060757630226366,0.019303112025181708,0.022128442654635594,0.024323626328483217,0.08255017918504849,8,1
49,0.02,leaky_ReLU,0.0060874958723446245,0.02520673908904749,0.006140826119839468,0.02449243341042917,0.007286128757828344,0.033052008568522084,0.008103485629330697,0.031148485990108662,9,1
50,0.02,leaky_ReLU,0.009942185505100367,0.1373197205289784,0.005263650080349204,0.07733640744291519,0.012655319404746297,0.15067697941119373,0.008216387640805758,0.08301796004895565,0,2
51,0.02,leaky_ReLU,0.0069041207096104526,0.14250795768779145,0.009447443917317172,0.03217043479664351,0.009952317999969597,0.15308813194082865,0.012279636323781595,0.03606593764204541,1,2
52,0.02,leaky_ReLU,0.006980062731415209,0.1364594889639251,0.011794225914546815,0.12665445430463343,0.00988724672423042,0.16540289289123708,0.014281796230361727,0.15520228733365204,2,2
53,0.02,leaky_ReLU,0.008568863115413747,0.08495228690348876,0.006304869204442402,0.1671310816806527,0.009842110600804078,0.10185217640292145,0.009165304028998882,0.2016484048513266,3,2
54,0.02,leaky_ReLU,0.005673907505757649,0.18596420000059086,0.005472280315199018,1.0264330489677636,0.007149610200285319,0.20903292640424437,0.006873143128787585,1.4095637083824044,4,2
55,0.02,leaky_ReLU,0.005895086059946641,0.21170736657142314,0.008407554048745186,0.14851341955162273,0.008325380788924877,0.25703994004241215,0.010171254031423254,0.17179363083098653,5,2
56,0.02,leaky_ReLU,0.008887397682053776,0.06892361847860272,0.008721829193846847,0.06689365333863874,0.011851656165525089,0.1006337705003713,0.01065080208636353,0.07937155950434417,6,2
57,0.02,leaky_ReLU,0.01733727638260167,0.06677106889643175,0.020145555640146143,0.029733118884824185,0.020413755901859645,0.08250345688051167,0.023507466815819826,0.03770883881974309,7,2
58,0.02,leaky_ReLU,0.018126881909800604,0.025822536303880237,0.021120204241619735,0.22147459956262006,0.023803028924303707,0.038945016052582326,0.030221551760435568,0.2568724029500523,8,2
59,0.02,leaky_ReLU,0.0062666708479664586,0.01832089607789734,0.008918821200860827,0.027597612360670085,0.0077144480118276765,0.020531031348420367,0.01264838644577901,0.03036583822961818,9,2
60,0.04,leaky_ReLU,0.014907141058170004,0.10456507918112458,0.02313334385768008,0.07163956195710967,0.019476823560073825,0.1163773884899236,0.028436392398118654,0.07616220833877742,0,0
61,0.04,leaky_ReLU,0.010380332858451405,0.14612911086684596,0.024924584675958202,0.30714831542646703,0.01661105193561352,0.15683271208689234,0.030501652253591284,0.3256082670225038,1,0
62,0.04,leaky_ReLU,0.010711459953310696,0.10558009557784345,0.013390917586997429,0.1001418954518027,0.014218150771157331,0.13034105162256782,0.015626835829469735,0.12018555025657335,2,0
63,0.04,leaky_ReLU,0.02432830908012715,0.17996448441235285,0.007304225408673145,0.13861037108049915,0.030586105105262194,0.18735678692562918,0.01135205074066506,0.1742562961422084,3,0
64,0.04,leaky_ReLU,0.013402035479212924,0.058822774532071215,0.016353999950229237,0.04822122943655406,0.01621014605516963,0.06947524101255916,0.020436749888647746,0.056655255608493875,4,0
65,0.04,leaky_ReLU,0.006940471266245307,0.18980195106931705,0.008881882448423866,0.1508615237067795,0.011903465952545208,0.2120785807611262,0.010443117038598381,0.1738275442566803,5,0
66,0.04,leaky_ReLU,0.0106316893659073,0.07813203533787252,0.013243659534607533,0.048688318685348654,0.01281829634605604,0.09324911653096547,0.01718983546146291,0.06085417336335118,6,0
67,0.04,leaky_ReLU,0.01906740982201365,0.09282588318729397,0.02597711929052902,0.03054356065449836,0.02146406828644122,0.10391816348655018,0.031970202789662554,0.03439032606103703,7,0
68,0.04,leaky_ReLU,0.030703708222362184,0.11713801076892283,0.021097250741925654,0.06843050171498764,0.039452701639970916,0.12522770048856657,0.0266666324422502,0.08207808093028174,8,0
69,0.04,leaky_ReLU,0.027679493589241988,0.23855242262394408,0.02120069759483704,0.08566252175633733,0.035446390496239565,0.2582636588719251,0.02524123556363762,0.09251886443878629,9,0
70,0.04,leaky_ReLU,0.01139854024919233,0.09879877574385645,0.012054333151841446,0.08553260456287855,0.01337087965707197,0.11102245423065789,0.015167285964303457,0.10584493531835636,0,1
71,0.04,leaky_ReLU,0.015220468465010541,0.22638280593587046,0.02460083487112498,0.3142795663040553,0.020928654901630598,0.24075114422553898,0.03175782102879856,0.33234364997746946,1,1
72,0.04,leaky_ReLU,0.012965758375843493,0.11947791298268447,0.01542989504976284,0.08581164842497595,0.01757904932350891,0.14751404006053837,0.017818648960633742,0.1026066786931906,2,1
73,0.04,leaky_ReLU,0.03202006716939069,0.2788621040812003,0.007220908899157929,0.28054300045737424,0.04350357101219438,0.2901267500823275,0.009339198998521226,0.3097279005654701,3,1
74,0.04,leaky_ReLU,0.012007626547375886,0.020881241032403654,0.016455766483648476,0.05768988677166139,0.013306335297537298,0.02540410468550555,0.022338810298838923,0.06800362888259646,4,1
75,0.04,leaky_ReLU,0.007216368109013312,0.07057280708052366,0.008744830000679861,0.14396400985222163,0.010481413465793211,0.07898458978357524,0.011134443114686768,0.16787629951814975,5,1
76,0.04,leaky_ReLU,0.010748729104231062,0.007607088416804403,0.012985504692851653,0.06563360279291468,0.012277051197768191,0.008496457647820048,0.01814770934292267,0.07690432071012213,6,1
77,0.04,leaky_ReLU,0.010956323508622773,0.15366206142162056,0.023034949410672235,0.03314729338753535,0.014852175116230193,0.16866830567404928,0.02901411175891313,0.039999748886312816,7,1
78,0.04,leaky_ReLU,0.017693320997523652,0.01735697856303305,0.027881673822520162,0.10023733017192701,0.0231467003641645,0.01971513473722859,0.03627999425292148,0.10583099479101223,8,1
79,0.04,leaky_ReLU,0.008653427368788318,0.08643877222355217,0.021609279833483517,0.17962285892210805,0.010717412181505053,0.09659177803298795,0.025394840632269895,0.19826515272394926,9,1
80,0.04,leaky_ReLU,0.01503093114684346,0.04634809881932296,0.013296082162671814,0.07722135888181728,0.017212989734901273,0.05816633107488485,0.015942157768809622,0.09823708980110465,0,2
81,0.04,leaky_ReLU,0.020434189836481466,0.282240386745977,0.025718691746660513,0.3024076563037635,0.02474057081465696,0.2993139165692813,0.030571893541664192,0.32114022867777997,1,2
82,0.04,leaky_ReLU,0.011773589124266908,0.10405594257639506,0.013556672544071065,0.06482577728787604,0.014254387353046677,0.12784992916104637,0.017090613134512038,0.0775286394781374,2,2
83,0.04,leaky_ReLU,0.013718557972647595,0.10337385516859139,0.006303110487342819,0.22088287883108895,0.016151029866656456,0.11999495142843121,0.00964168004214447,0.2511526180172422,3,2
84,0.04,leaky_ReLU,0.01066079830825394,0.35383437055204764,0.014866218377811482,0.07001833604142556,0.013090689096162459,0.4295990546046106,0.021370694215977152,0.07692553187331945,4,2
85,0.04,leaky_ReLU,0.008059103242155108,0.1801279745690875,0.009932493790085034,0.15411006371279243,0.009358602199235433,0.22383305195416464,0.01161864862683103,0.17665425991109837,5,2
86,0.04,leaky_ReLU,0.012049495971659248,0.08566828167418691,0.010935778142560719,0.09110416785712484,0.014215928860535718,0.1169099003622505,0.015723530108882486,0.10140923321154915,6,2
87,0.04,leaky_ReLU,0.016308315393851754,0.05046886225874307,0.02303112293237258,0.033176550163267114,0.01856787556679241,0.06824012804408659,0.02901325388767066,0.04005548932155842,7,2
88,0.04,leaky_ReLU,0.016752703471166315,0.08897646510304609,0.018289533391476907,0.08251531877847004,0.022029509798384368,0.11739860906677348,0.026371706569928186,0.09106754294801245,8,2
89,0.04,leaky_ReLU,0.009414865196968316,0.14778257984291024,0.021220989691697247,0.08476962946392037,0.012440510615364508,0.1755651702894201,0.02523845396916749,0.09166556406362442,9,2
90,0.06,leaky_ReLU,0.008301335320357239,0.10147314074707803,0.022397969652928743,0.06794904076359368,0.011266790437614513,0.1108999667208312,0.028202663860434348,0.07253918268141714,0,0
91,0.06,leaky_ReLU,0.01674858997038105,0.24991744337109775,0.02474799260247739,0.3087343924495935,0.01936528776175305,0.2712436877458944,0.03064229461319424,0.32710484705259457,1,0
92,0.06,leaky_ReLU,0.01837866136778237,0.18240265186976776,0.0409039326816476,0.27930315044209114,0.023733142664627633,0.2131133957166349,0.04578710449561792,0.3143201452914983,2,0
93,0.06,leaky_ReLU,0.016974451843430115,0.06382090024791977,0.010539321708259665,0.0872491481178782,0.018691517529268998,0.06971401240726162,0.015333278112765436,0.11393379199916075,3,0
94,0.06,leaky_ReLU,0.015636566184592707,0.04952158474978351,0.017585164028579896,0.05362185132330095,0.020332358165363138,0.05743613770690792,0.021159419134407696,0.06295237098991958,4,0
95,0.06,leaky_ReLU,0.02348877438299002,0.15417221216180513,0.008763977450536154,0.150356216572975,0.030752230640072438,0.1782232983170461,0.010340284548130824,0.17338917979307797,5,0
96,0.06,leaky_ReLU,0.01869743055565651,0.13000720793696585,0.018985180258810092,0.09822525843834493,0.02272113616526998,0.14211222258832773,0.023893785259777315,0.10751975973872628,6,0
97,0.06,leaky_ReLU,0.018316866007408,0.16679072735744668,0.02290138214435612,0.03502631783379538,0.022147552663215296,0.18327941177267412,0.02915539445828309,0.04326929785476314,7,0
98,0.06,leaky_ReLU,0.021582258347405275,0.06547727443318636,0.027203492617103173,7.523963836654988,0.02595732921155857,0.08632277929026752,0.034117406326200514,14.832063574374365,8,0
99,0.06,leaky_ReLU,0.01865406080335031,0.05173518982425979,0.02454372793290594,0.1763191293670951,0.02376792247699106,0.05505992435951138,0.029171331365912937,0.19180856531973103,9,0
