,x1,y,rep
0,-4.0,0.0,0.0
1,-3.995,3.333364979994649e-05,0.0
2,-3.99,6.689568024540317e-05,0.0
3,-3.9850000000000003,0.00010068685414310788,0.0
4,-3.9800000000000004,0.000134707935021564,0.0
5,-3.9750000000000005,0.0001689596871396621,0.0
6,-3.9700000000000006,0.0002034428754963441,0.0
7,-3.9650000000000007,0.00023815826583988798,0.0
8,-3.960000000000001,0.0002731066246769088,0.0
9,-3.955000000000001,0.00030828871928306474,0.0
10,-3.950000000000001,0.0003437053177130052,0.0
11,-3.945000000000001,0.00037935718881126657,0.0
12,-3.9400000000000013,0.0004152451022224101,0.0
13,-3.9350000000000014,0.00045136982840286445,0.0
14,-3.9300000000000015,0.0004877321386324851,0.0
15,-3.9250000000000016,0.000524332805025355,0.0
16,-3.9200000000000017,0.0005611726005428596,0.0
17,-3.915000000000002,0.0005982522990060029,0.0
18,-3.910000000000002,0.0006355726751072515,0.0
19,-3.905000000000002,0.000673134504424746,0.0
20,-3.900000000000002,0.0007109385634349016,0.0
21,-3.8950000000000022,0.0007489856295265258,0.0
22,-3.8900000000000023,0.0007872764810145557,0.0
23,-3.8850000000000025,0.0008258118971549333,0.0
24,-3.8800000000000026,0.0008645926581589122,0.0
25,-3.8750000000000027,0.0009036195452080265,0.0
26,-3.8700000000000028,0.0009428933404703878,0.0
27,-3.865000000000003,0.0009824148271154645,0.0
28,-3.860000000000003,0.001022184789331042,0.0
29,-3.855000000000003,0.0010622040123396128,0.0
30,-3.850000000000003,0.0011024732824151467,0.0
31,-3.8450000000000033,0.0011429933868999553,0.0
32,-3.8400000000000034,0.0011837651142240198,0.0
33,-3.8350000000000035,0.0012247892539208138,0.0
34,-3.8300000000000036,0.0012660665966476728,0.0
35,-3.8250000000000037,0.0013075979342043644,0.0
36,-3.820000000000004,0.0013493840595510903,0.0
37,-3.815000000000004,0.0013914257668299925,0.0
38,-3.810000000000004,0.0014337238513841028,0.0
39,-3.805000000000004,0.0014762791097789447,0.0
40,-3.8000000000000043,0.0015190923398218606,0.0
41,-3.7950000000000044,0.0015621643405858887,0.0
42,-3.7900000000000045,0.0016054959124289004,0.0
43,-3.7850000000000046,0.0016490878570188973,0.0
44,-3.7800000000000047,0.001692940977353813,0.0
45,-3.775000000000005,0.0017370560777874738,0.0
46,-3.770000000000005,0.0017814339640517677,0.0
