,x,y,z,rep,noise,z_noise
0,-1,0,-3.05,1,0.101972898631743,-2.94802710136826
1,-0.975,0,-2.86222828125,1,-0.0800895345385993,-2.9423178157886
2,-0.95,0,-2.68420125,1,0.109939408532397,-2.5742618414676
3,-0.925,0,-2.51560109375,1,-0.233510708929814,-2.74911180267981
4,-0.9,0,-2.35611,1,-0.0469093222626607,-2.40301932226266
5,-0.875,0,-2.20541015625,1,-0.0481921127359952,-2.253602268986
6,-0.85,0,-2.06318375,1,-0.027674750692525,-2.09085850069252
7,-0.825,0,-1.92911296875,1,-0.115510898230398,-2.0446238669804
8,-0.8,0,-1.80288,1,-0.146756530312963,-1.94963653031296
9,-0.775,0,-1.68416703125,1,0.024332380348023,-1.65983465090198
10,-0.75,0,-1.57265625,1,-0.0510207849951278,-1.62367703499513
11,-0.725,0,-1.46802984375,1,0.16143492215958,-1.30659492159042
12,-0.7,0,-1.36997,1,0.109771988938215,-1.26019801106178
13,-0.675,0,-1.27815890625,1,0.332135524295315,-0.946023381954684
14,-0.65,0,-1.19227875,1,0.052511354353873,-1.13976739564613
15,-0.625,0,-1.11201171875,1,-0.0746800917258112,-1.18669181047581
16,-0.6,0,-1.03704,1,0.110975054629396,-0.926064945370603
17,-0.575,0,-0.967045781249999,1,0.0564739206144993,-0.9105718606355
18,-0.55,0,-0.901711249999999,1,-0.149312347563702,-1.0510235975637
19,-0.525,0,-0.840718593749999,1,0.0632254822175405,-0.777493111532458
20,-0.5,0,-0.783749999999999,1,-0.132500055376841,-0.91625005537684
21,-0.475,0,-0.730487656249999,1,-0.146935987901305,-0.877423644151304
22,-0.45,0,-0.680613749999999,1,-0.133842303113641,-0.81445605311364
23,-0.425,0,-0.633810468749999,1,-0.0410647026553723,-0.674875171405371
24,-0.399999999999999,0,-0.589759999999999,1,-0.0523766117537412,-0.64213661175374
25,-0.374999999999999,0,-0.548144531249999,1,-0.0505824979461254,-0.598727029196124
26,-0.349999999999999,0,-0.508646249999999,1,-0.0449090815518125,-0.553555331551812
27,-0.324999999999999,0,-0.470947343749999,1,-0.0237189803107364,-0.494666324060735
28,-0.299999999999999,0,-0.434729999999999,1,-0.00189956299073711,-0.436629562990736
29,-0.274999999999999,0,-0.399676406249999,1,-0.00838717809362069,-0.40806358434362
30,-0.249999999999999,0,-0.365468749999999,1,-0.071337624665075,-0.436806374665074
31,-0.224999999999999,0,-0.331789218749999,1,0.176926754266571,-0.154862464483428
32,-0.199999999999999,0,-0.298319999999999,1,0.0533550293899768,-0.244964970610022
33,-0.174999999999999,0,-0.264743281249999,1,-0.1876989848634,-0.452442266113399
34,-0.149999999999999,0,-0.230741249999999,1,-0.0497602876477679,-0.280501537647767
35,-0.124999999999999,0,-0.195996093749999,1,0.0346674607909138,-0.161328632959085
36,-0.0999999999999992,0,-0.160189999999999,1,0.0635473461012362,-0.0966426538987627
37,-0.0749999999999991,0,-0.123005156249999,1,-0.272972545536006,-0.395977701786004
38,-0.0499999999999991,0,-0.0841237499999986,1,-0.186066794828836,-0.270190544828834
