,x,y,z,rep,noise,z_noise
0,-1.0,0.0,-3.05,1,0.0,-3.05
1,-0.975,0.0,-2.86222828125,1,0.0,-2.86222828125
2,-0.95,0.0,-2.68420125,1,0.0,-2.68420125
3,-0.925,0.0,-2.51560109375,1,0.0,-2.51560109375
4,-0.8999999999999999,0.0,-2.3561099999999997,1,0.0,-2.3561099999999997
5,-0.8749999999999999,0.0,-2.20541015625,1,0.0,-2.20541015625
6,-0.8499999999999999,0.0,-2.063183749999999,1,0.0,-2.063183749999999
7,-0.8249999999999998,0.0,-1.9291129687499995,1,0.0,-1.9291129687499995
8,-0.7999999999999998,0.0,-1.8028799999999996,1,0.0,-1.8028799999999996
9,-0.7749999999999998,0.0,-1.6841670312499988,1,0.0,-1.6841670312499988
10,-0.7499999999999998,0.0,-1.5726562499999988,1,0.0,-1.5726562499999988
11,-0.7249999999999998,0.0,-1.4680298437499988,1,0.0,-1.4680298437499988
12,-0.6999999999999997,0.0,-1.3699699999999988,1,0.0,-1.3699699999999988
13,-0.6749999999999997,0.0,-1.278158906249999,1,0.0,-1.278158906249999
14,-0.6499999999999997,0.0,-1.192278749999999,1,0.0,-1.192278749999999
15,-0.6249999999999997,0.0,-1.112011718749999,1,0.0,-1.112011718749999
16,-0.5999999999999996,0.0,-1.0370399999999989,1,0.0,-1.0370399999999989
17,-0.5749999999999996,0.0,-0.9670457812499992,1,0.0,-0.9670457812499992
18,-0.5499999999999996,0.0,-0.901711249999999,1,0.0,-0.901711249999999
19,-0.5249999999999996,0.0,-0.840718593749999,1,0.0,-0.840718593749999
20,-0.4999999999999995,0.0,-0.7837499999999991,1,0.0,-0.7837499999999991
21,-0.4749999999999995,0.0,-0.730487656249999,1,0.0,-0.730487656249999
22,-0.4499999999999995,0.0,-0.680613749999999,1,0.0,-0.680613749999999
23,-0.4249999999999995,0.0,-0.633810468749999,1,0.0,-0.633810468749999
24,-0.3999999999999994,0.0,-0.5897599999999991,1,0.0,-0.5897599999999991
25,-0.3749999999999994,0.0,-0.5481445312499991,1,0.0,-0.5481445312499991
26,-0.3499999999999994,0.0,-0.5086462499999991,1,0.0,-0.5086462499999991
27,-0.3249999999999994,0.0,-0.4709473437499991,1,0.0,-0.4709473437499991
28,-0.2999999999999994,0.0,-0.4347299999999991,1,0.0,-0.4347299999999991
29,-0.2749999999999993,0.0,-0.3996764062499991,1,0.0,-0.3996764062499991
30,-0.2499999999999993,0.0,-0.3654687499999991,1,0.0,-0.3654687499999991
31,-0.2249999999999993,0.0,-0.3317892187499991,1,0.0,-0.3317892187499991
32,-0.1999999999999993,0.0,-0.2983199999999991,1,0.0,-0.2983199999999991
33,-0.1749999999999992,0.0,-0.264743281249999,1,0.0,-0.264743281249999
34,-0.1499999999999992,0.0,-0.2307412499999989,1,0.0,-0.2307412499999989
35,-0.1249999999999992,0.0,-0.1959960937499989,1,0.0,-0.1959960937499989
36,-0.0999999999999992,0.0,-0.1601899999999988,1,0.0,-0.1601899999999988
37,-0.0749999999999991,0.0,-0.1230051562499987,1,0.0,-0.1230051562499987
38,-0.0499999999999991,0.0,-0.0841237499999986,1,0.0,-0.0841237499999986
39,-0.0249999999999991,0.0,-0.0432279687499985,1,0.0,-0.0432279687499985
40,8.881784197001252e-16,0.0,1.5809575870662245e-15,1,0.0,1.5809575870662245e-15
41,0.0250000000000008,0.0,0.0458779687500015,1,0.0,0.0458779687500015
42,0.0500000000000009,0.0,0.0947237500000018,1,0.0,0.0947237500000018
43,0.075000000000001,0.0,0.1468551562500022,1,0.0,0.1468551562500022
44,0.1000000000000009,0.0,0.2025900000000022,1,0.0,0.2025900000000022
45,0.1250000000000009,0.0,0.2622460937500022,1,0.0,0.2622460937500022
46,0.150000000000001,0.0,0.3261412500000027,1,0.0,0.3261412500000027
47,0.1750000000000011,0.0,0.3945932812500032,1,0.0,0.3945932812500032
48,0.200000000000001,0.0,0.4679200000000033,1,0.0,0.4679200000000033
49,0.2250000000000009,0.0,0.5464392187500031,1,0.0,0.5464392187500031
50,0.2500000000000011,0.0,0.6304687500000039,1,0.0,0.6304687500000039
51,0.2750000000000012,0.0,0.7203264062500045,1,0.0,0.7203264062500045
52,0.3000000000000011,0.0,0.8163300000000046,1,0.0,0.8163300000000046
53,0.325000000000001,0.0,0.9187973437500044,1,0.0,0.9187973437500044
54,0.3500000000000012,0.0,1.0280462500000054,1,0.0,1.0280462500000054
55,0.3750000000000013,0.0,1.1443945312500063,1,0.0,1.1443945312500063
56,0.4000000000000012,0.0,1.2681600000000064,1,0.0,1.2681600000000064
57,0.4250000000000011,0.0,1.3996604687500065,1,0.0,1.3996604687500065
58,0.4500000000000013,0.0,1.5392137500000076,1,0.0,1.5392137500000076
59,0.4750000000000014,0.0,1.6871376562500089,1,0.0,1.6871376562500089
60,0.5000000000000013,0.0,1.8437500000000084,1,0.0,1.8437500000000084
61,0.5250000000000012,0.0,2.0093685937500085,1,0.0,2.0093685937500085
62,0.5500000000000014,0.0,2.1843112500000097,1,0.0,2.1843112500000097
63,0.5750000000000015,0.0,2.3688957812500115,1,0.0,2.3688957812500115
64,0.6000000000000014,0.0,2.5634400000000115,1,0.0,2.5634400000000115
65,0.6250000000000013,0.0,2.768261718750012,1,0.0,2.768261718750012
66,0.6500000000000015,0.0,2.983678750000013,1,0.0,2.983678750000013
67,0.6750000000000016,0.0,3.210008906250015,1,0.0,3.210008906250015
68,0.7000000000000015,0.0,3.4475700000000145,1,0.0,3.4475700000000145
69,0.7250000000000014,0.0,3.6966798437500143,1,0.0,3.6966798437500143
70,0.7500000000000016,0.0,3.957656250000016,1,0.0,3.957656250000016
71,0.7750000000000017,0.0,4.230817031250019,1,0.0,4.230817031250019
72,0.8000000000000016,0.0,4.516480000000019,1,0.0,4.516480000000019
73,0.8250000000000015,0.0,4.814962968750018,1,0.0,4.814962968750018
74,0.8500000000000016,0.0,5.126583750000021,1,0.0,5.126583750000021
75,0.8750000000000018,0.0,5.451660156250024,1,0.0,5.451660156250024
76,0.9000000000000017,0.0,5.790510000000023,1,0.0,5.790510000000023
77,0.9250000000000016,0.0,6.143451093750024,1,0.0,6.143451093750024
78,0.9500000000000016,0.0,6.510801250000026,1,0.0,6.510801250000026
79,0.975000000000002,0.0,6.892878281250029,1,0.0,6.892878281250029
80,-1.0,0.0,-0.2953512865871591,5,0.0,-0.2953512865871591
81,-0.975,0.0,-0.2933332798872255,5,0.0,-0.2933332798872255
82,-0.95,0.0,-0.2934494579716514,5,0.0,-0.2934494579716514
83,-0.925,0.0,-0.295626374602891,5,0.0,-0.295626374602891
84,-0.8999999999999999,0.0,-0.2997758725209265,5,0.0,-0.2997758725209265
85,-0.8749999999999999,0.0,-0.305797044089367,5,0.0,-0.305797044089367
86,-0.8499999999999999,0.0,-0.3135781433059793,5,0.0,-0.3135781433059793
87,-0.8249999999999998,0.0,-0.3229984298570419,5,0.0,-0.3229984298570419
88,-0.7999999999999998,0.0,-0.3339299292112799,5,0.0,-0.3339299292112799
89,-0.7749999999999998,0.0,-0.3462390958946454,5,0.0,-0.3462390958946454
90,-0.7499999999999998,0.0,-0.359788370033045,5,0.0,-0.359788370033045
91,-0.7249999999999998,0.0,-0.3744376199752435,5,0.0,-0.3744376199752435
92,-0.6999999999999997,0.0,-0.3900454662984666,5,0.0,-0.3900454662984666
93,-0.6749999999999997,0.0,-0.4064704847466771,5,0.0,-0.4064704847466771
94,-0.6499999999999997,0.0,-0.4235722876535462,5,0.0,-0.4235722876535462
95,-0.6249999999999997,0.0,-0.4412124851607318,5,0.0,-0.4412124851607318
96,-0.5999999999999996,0.0,-0.4592555290630684,5,0.0,-0.4592555290630684
97,-0.5749999999999996,0.0,-0.4775694434046592,5,0.0,-0.4775694434046592
98,-0.5499999999999996,0.0,-0.4960264470251146,5,0.0,-0.4960264470251146
99,-0.5249999999999996,0.0,-0.5145034741266933,5,0.0,-0.5145034741266933
100,-0.4999999999999995,0.0,-0.5328825996155947,5,0.0,-0.5328825996155947
101,-0.4749999999999995,0.0,-0.551051376479718,5,0.0,-0.551051376479718
102,-0.4499999999999995,0.0,-0.5689030928168703,5,0.0,-0.5689030928168703
103,-0.4249999999999995,0.0,-0.5863369563377729,5,0.0,-0.5863369563377729
104,-0.3999999999999994,0.0,-0.603258214253126,5,0.0,-0.603258214253126
105,-0.3749999999999994,0.0,-0.6195782164287945,5,0.0,-0.6195782164287945
106,-0.3499999999999994,0.0,-0.6352144295725071,5,0.0,-0.6352144295725071
107,-0.3249999999999994,0.0,-0.65009041001304,5,0.0,-0.65009041001304
108,-0.2999999999999994,0.0,-0.6641357423614694,5,0.0,-0.6641357423614694
109,-0.2749999999999993,0.0,-0.6772859510153278,5,0.0,-0.6772859510153278
110,-0.2499999999999993,0.0,-0.6894823910909448,5,0.0,-0.6894823910909448
111,-0.2249999999999993,0.0,-0.7006721249561976,5,0.0,-0.7006721249561976
112,-0.1999999999999993,0.0,-0.710807790093556,5,0.0,-0.710807790093556
113,-0.1749999999999992,0.0,-0.719847463558694,5,0.0,-0.719847463558694
114,-0.1499999999999992,0.0,-0.7277545278190185,5,0.0,-0.7277545278190185
115,-0.1249999999999992,0.0,-0.7344975422641296,5,0.0,-0.7344975422641296
116,-0.0999999999999992,0.0,-0.7400501241804183,5,0.0,-0.7400501241804183
117,-0.0749999999999991,0.0,-0.7443908424777698,5,0.0,-0.7443908424777698
118,-0.0499999999999991,0.0,-0.747503126949924,5,0.0,-0.747503126949924
119,-0.0249999999999991,0.0,-0.7493751953430051,5,0.0,-0.7493751953430051
120,8.881784197001252e-16,0.0,-0.75,5,0.0,-0.75
121,0.0250000000000008,0.0,-0.749375195343005,5,0.0,-0.749375195343005
122,0.0500000000000009,0.0,-0.7475031269499238,5,0.0,-0.7475031269499238
123,0.075000000000001,0.0,-0.7443908424777694,5,0.0,-0.7443908424777694
124,0.1000000000000009,0.0,-0.7400501241804179,5,0.0,-0.7400501241804179
125,0.1250000000000009,0.0,-0.7344975422641291,5,0.0,-0.7344975422641291
126,0.150000000000001,0.0,-0.727754527819018,5,0.0,-0.727754527819018
127,0.1750000000000011,0.0,-0.7198474635586933,5,0.0,-0.7198474635586933
128,0.200000000000001,0.0,-0.7108077900935553,5,0.0,-0.7108077900935553
129,0.2250000000000009,0.0,-0.7006721249561969,5,0.0,-0.7006721249561969
130,0.2500000000000011,0.0,-0.689482391090944,5,0.0,-0.689482391090944
131,0.2750000000000012,0.0,-0.677285951015327,5,0.0,-0.677285951015327
132,0.3000000000000011,0.0,-0.6641357423614684,5,0.0,-0.6641357423614684
133,0.325000000000001,0.0,-0.6500904100130391,5,0.0,-0.6500904100130391
134,0.3500000000000012,0.0,-0.635214429572506,5,0.0,-0.635214429572506
135,0.3750000000000013,0.0,-0.6195782164287933,5,0.0,-0.6195782164287933
136,0.4000000000000012,0.0,-0.6032582142531248,5,0.0,-0.6032582142531248
137,0.4250000000000011,0.0,-0.5863369563377718,5,0.0,-0.5863369563377718
138,0.4500000000000013,0.0,-0.568903092816869,5,0.0,-0.568903092816869
139,0.4750000000000014,0.0,-0.5510513764797167,5,0.0,-0.5510513764797167
140,0.5000000000000013,0.0,-0.5328825996155935,5,0.0,-0.5328825996155935
141,0.5250000000000012,0.0,-0.5145034741266921,5,0.0,-0.5145034741266921
142,0.5500000000000014,0.0,-0.4960264470251133,5,0.0,-0.4960264470251133
143,0.5750000000000015,0.0,-0.4775694434046578,5,0.0,-0.4775694434046578
144,0.6000000000000014,0.0,-0.4592555290630671,5,0.0,-0.4592555290630671
145,0.6250000000000013,0.0,-0.4412124851607306,5,0.0,-0.4412124851607306
146,0.6500000000000015,0.0,-0.4235722876535449,5,0.0,-0.4235722876535449
147,0.6750000000000016,0.0,-0.4064704847466757,5,0.0,-0.4064704847466757
148,0.7000000000000015,0.0,-0.3900454662984654,5,0.0,-0.3900454662984654
149,0.7250000000000014,0.0,-0.3744376199752425,5,0.0,-0.3744376199752425
150,0.7500000000000016,0.0,-0.359788370033044,5,0.0,-0.359788370033044
151,0.7750000000000017,0.0,-0.3462390958946444,5,0.0,-0.3462390958946444
152,0.8000000000000016,0.0,-0.333929929211279,5,0.0,-0.333929929211279
153,0.8250000000000015,0.0,-0.3229984298570412,5,0.0,-0.3229984298570412
154,0.8500000000000016,0.0,-0.3135781433059788,5,0.0,-0.3135781433059788
155,0.8750000000000018,0.0,-0.3057970440893664,5,0.0,-0.3057970440893664
156,0.9000000000000017,0.0,-0.2997758725209261,5,0.0,-0.2997758725209261
157,0.9250000000000016,0.0,-0.2956263746028907,5,0.0,-0.2956263746028907
158,0.9500000000000016,0.0,-0.2934494579716514,5,0.0,-0.2934494579716514
