,x1,y,rep,noise,y_noise
0,-4.0,0.0,0.0,0.0949585487782425,0.0949585487782425
1,-3.996,0.0012529103803923,0.0,0.04230258309780683,0.04355549347819913
2,-3.992,0.0025058207607845,0.0,0.15159508103582764,0.15410090179661215
3,-3.988,0.0037587311411767,0.0,0.07914619492846431,0.082904926069641
4,-3.984,0.0050116415215695,0.0,-0.028899359685260664,-0.023887718163691164
5,-3.98,0.0062645519019615,0.0,-0.17885879371039343,-0.17259424180843191
6,-3.976,0.0075174622823532,0.0,0.108213860576435,0.1157313228587882
7,-3.972,0.0087703726627452,0.0,-0.09374436648359374,-0.08497399382084854
8,-3.968,0.0100232830431376,0.0,0.43920714127859867,0.44923042432173627
9,-3.964,0.0112761934235298,0.0,-0.008460843935831071,0.0028153494876987286
10,-3.96,0.0125291038039224,0.0,-0.13948393177327925,-0.12695482796935686
11,-3.956,0.0137820141843143,0.0,-0.16678040496881202,-0.15299839078449773
12,-3.952,0.0150349245647063,0.0,-0.3178520056113906,-0.3028170810466843
13,-3.948,0.0162878349450991,0.0,-0.11659170244705241,-0.10030386750195332
14,-3.944,0.0175407453254913,0.0,-0.04389161551269881,-0.02635087018720751
15,-3.94,0.0187936557058832,0.0,-0.3768638007620479,-0.3580701450561647
16,-3.936,0.0200465660862761,0.0,-0.07071755502147234,-0.05067098893519624
17,-3.932,0.0212994764666674,0.0,-0.17500361716769586,-0.15370414070102845
18,-3.928,0.0225523868470602,0.0,-0.04387678143062003,-0.02132439458355983
19,-3.924,0.0238052972274524,0.0,-0.2451200114173848,-0.2213147141899324
20,-3.92,0.0250582076078441,0.0,-0.21505529870833404,-0.18999709110048993
21,-3.916,0.0263111179882365,0.0,0.04590665578051813,0.07221777376875463
22,-3.912,0.0275640283686289,0.0,0.1850609606073676,0.2126249889759965
23,-3.908,0.0288169387490209,0.0,-0.17365561373705563,-0.1448386749880347
24,-3.904,0.030069849129413,0.0,0.05917183854573106,0.08924168767514407
25,-3.9,0.0313227595098054,0.0,0.27023697259376694,0.30155973210357234
26,-3.896,0.0325756698901976,0.0,-0.043911833098338175,-0.011336163208140577
27,-3.892,0.0338285802705894,0.0,-0.0849825428892938,-0.0511539626187044
28,-3.888,0.0350814906509815,0.0,-0.04768202917425758,-0.012600538523276084
29,-3.884,0.0363344010313741,0.0,-0.17360587623056778,-0.1372714751991937
30,-3.88,0.0375873114117665,0.0,-0.07976646635387019,-0.04217915494210369
31,-3.876,0.0388402217921587,0.0,0.038245143768266904,0.07708536556042561
32,-3.872,0.0400931321725509,0.0,0.33749300986286257,0.37758614203541346
33,-3.868,0.0413460425529428,0.0,0.015720052158645092,0.0570660947115879
34,-3.864,0.0425989529333352,0.0,0.28464347332996853,0.32724242626330374
35,-3.86,0.0438518633137272,0.0,-0.008724867683980755,0.035126995629746444
36,-3.856,0.0451047736941198,0.0,0.23358852671460306,0.27869330040872287
37,-3.852,0.0463576840745118,0.0,0.03341207286983704,0.07976975694434885
38,-3.848,0.0476105944549039,0.0,0.4193514448854463,0.4669620393403502
39,-3.844,0.0488635048352965,0.0,0.1683350426177061,0.2171985474530026
40,-3.84,0.0501164152156879,0.0,0.1598125413873953,0.20992895660308322
41,-3.836,0.0513693255960809,0.0,-0.11076712995699303,-0.05939780436091213
42,-3.832,0.0526222359764733,0.0,0.00017719204930836792,0.05279942802578167
43,-3.828,0.0538751463568648,0.0,-0.10734823488681003,-0.05347308852994523
44,-3.824,0.055128056737257,0.0,0.11501311712693581,0.1701411738641928
45,-3.82,0.056380967117649,0.0,0.11120780020686033,0.16758876732450934
46,-3.816,0.0576338774980422,0.0,0.3131973610678605,0.3708312385659027
47,-3.812,0.0588867878784335,0.0,-0.10677415950389775,-0.04788737162546425
48,-3.808,0.0601396982588263,0.0,-0.19989930557265245,-0.13975960731382614
49,-3.804,0.0613926086392181,0.0,-0.0511689932488926,0.010223615390325506
50,-3.8,0.0626455190196105,0.0,0.1626731099351292,0.2253186289547397
51,-3.796,0.0638984294000025,0.0,-0.1823640727765327,-0.11846564337653019
52,-3.792,0.0651513397803953,0.0,0.22841167615180377,0.2935630159321991
53,-3.788,0.0664042501607872,0.0,-0.044027135622636354,0.022377114538150847
54,-3.784,0.0676571605411792,0.0,0.36826701020405994,0.43592417074523915
55,-3.78,0.0689100709215714,0.0,0.20272549418246683,0.27163556510403825
56,-3.776,0.070162981301964,0.0,0.5370400391715624,0.6072030204735264
57,-3.772,0.0714158916823553,0.0,-0.0549275771587088,0.016488314523646505
58,-3.768,0.0726688020627475,0.0,-0.05359880519645471,0.019069996866292793
59,-3.764,0.0739217124431405,0.0,0.06025358652809676,0.13417529897123726
60,-3.76,0.0751746228235329,0.0,0.034776755603883706,0.10995137842741662
61,-3.756,0.0764275332039249,0.0,-0.02812228539353931,0.04830524781038559
62,-3.752,0.077680443584317,0.0,-0.3377782782887519,-0.2600978347044349
63,-3.748,0.078933353964709,0.0,0.0656698023973158,0.1446031563620248
64,-3.744,0.0801862643451012,0.0,-0.01497608324859599,0.06521018109650521
65,-3.74,0.0814391747254938,0.0,0.10755718827023247,0.18899636299572625
66,-3.736,0.0826920851058857,0.0,-0.041567558814761305,0.0411245262911244
67,-3.732,0.0839449954862779,0.0,-0.16402763872278275,-0.08008264323650485
68,-3.728,0.0851979058666701,0.0,-0.15633282406921267,-0.07113491820254257
69,-3.724,0.086450816247062,0.0,0.2929975373571045,0.3794483536041665
70,-3.72,0.0877037266274547,0.0,-0.034188123945665436,0.05351560268178926
71,-3.716,0.0889566370078466,0.0,-0.15165237374024843,-0.06269573673240182
72,-3.712,0.0902095473882388,0.0,0.09104720745389017,0.18125675484212897
73,-3.708,0.0914624577686314,0.0,0.14699445051568236,0.23845690828431376
74,-3.704,0.0927153681490229,0.0,-0.23713613754806784,-0.14442076939904494
75,-3.7,0.0939682785294155,0.0,0.16221363427172356,0.25618191280113906
76,-3.696,0.0952211889098077,0.0,0.040223917471934774,0.13544510638174248
77,-3.692,0.0964740992902001,0.0,-0.009209058886855996,0.0872650404033441
78,-3.688,0.0977270096705925,0.0,-0.054267891145185,0.0434591185254075
79,-3.684,0.0989799200509842,0.0,0.10417911527665553,0.20315903532763974
80,-3.68,0.1002328304313768,0.0,-0.09520107372631177,0.0050317567050650325
81,-3.676,0.1014857408117686,0.0,-0.3050490176331825,-0.2035632768214139
82,-3.672,0.1027386511921606,0.0,-0.19936107193068642,-0.09662242073852582
83,-3.668,0.1039915615725534,0.0,0.11785612125518441,0.2218476828277378
84,-3.664,0.1052444719529453,0.0,0.01856491638984831,0.1238093883427936
85,-3.66,0.1064973823333377,0.0,0.10333053877536845,0.20982792110870616
86,-3.656,0.1077502927137299,0.0,0.03514731967307951,0.14289761238680943
87,-3.652,0.1090032030941221,0.0,-0.1904549653416906,-0.08145176224756849
88,-3.648,0.1102561134745143,0.0,-0.2546127439751183,-0.144356630500604
89,-3.644,0.1115090238549062,0.0,-0.12532328222788192,-0.013814258372975716
90,-3.64,0.112761934235299,0.0,0.09289501428142316,0.20565694851672217
91,-3.636,0.1140148446156906,0.0,0.24396117354263055,0.35797601815832114
92,-3.632,0.1152677549960834,0.0,0.44484648738502286,0.5601142423811063
93,-3.628,0.1165206653764751,0.0,0.07547307959800308,0.1919937449744782
94,-3.624,0.1177735757568673,0.0,-0.06988239645652863,0.04789117930033866
95,-3.62,0.1190264861372599,0.0,0.2315072833194868,0.3505337694567467
96,-3.616,0.1202793965176517,0.0,-0.19702877210293315,-0.07674937558528146
97,-3.612,0.1215323068980441,0.0,0.15697723371738492,0.27850954061542904
98,-3.608,0.1227852172784362,0.0,0.029238312456037592,0.1520235297344738
99,-3.604,0.1240381276588284,0.0,0.057530855021418005,0.1815689826802464
100,-3.6,0.125291038039221,0.0,0.24666460112678112,0.37195563916600216
101,-3.596,0.126543948419613,0.0,-0.03852648669975343,0.08801746171985958
102,-3.592,0.127796858800005,0.0,0.03889146685008271,0.1666883256500877
103,-3.588,0.1290497691803973,0.0,0.19859604360025154,0.32764581278064886
104,-3.584,0.1303026795607897,0.0,-0.09112705071913263,0.03917562884165707
105,-3.58,0.1315555899411819,0.0,-0.004281651649222292,0.12727393829195963
106,-3.576,0.1328085003215739,0.0,0.25954805732977254,0.39235655765134647
107,-3.572,0.1340614107019658,0.0,0.1948709587947317,0.3289323694966975
108,-3.568,0.1353143210823584,0.0,-0.21052470181758065,-0.07521038073522224
109,-3.564,0.1365672314627506,0.0,-0.01968478379984202,0.11688244766290858
110,-3.56,0.1378201418431428,0.0,0.336586353361465,0.47440649520460776
111,-3.556,0.1390730522235352,0.0,0.12855591060699478,0.26762896283052995
112,-3.552,0.1403259626039273,0.0,-0.07907767019455857,0.06124829240936873
113,-3.548,0.1415788729843193,0.0,-0.5385084290867143,-0.396929556102395
114,-3.544,0.1428317833647119,0.0,0.2826638804937306,0.4254956638584425
115,-3.54,0.1440846937451037,0.0,-0.009958586312830748,0.13412610743227293
116,-3.536,0.1453376041254963,0.0,-0.005580221425448065,0.13975738270004823
117,-3.532,0.146590514505888,0.0,0.15430205773441422,0.3008925722403022
118,-3.528,0.1478434248862802,0.0,-0.17909727325512317,-0.031253848368842985
119,-3.524,0.1490963352666728,0.0,-0.13275289709164093,0.016343438175031866
120,-3.52,0.1503492456470648,0.0,-0.07717297592015415,0.07317626972691066
121,-3.516,0.1516021560274567,0.0,0.13700803059871347,0.28861018662617016
122,-3.512,0.1528550664078493,0.0,0.03406307351163128,0.18691813991948059
123,-3.508,0.1541079767882417,0.0,-0.021714028070636715,0.132393948717605
124,-3.504,0.1553608871686341,0.0,0.02061948970860293,0.17598037687723705
125,-3.5,0.1566137975490254,0.0,-0.017345165251046252,0.13926863229797914
126,-3.496,0.157866707929418,0.0,0.2672578502238725,0.42512455815329053
127,-3.4919999999999995,0.1591196183098102,0.0,-0.1595749623869151,-0.0004553440771049022
128,-3.4879999999999995,0.1603725286902026,0.0,-0.07084545120118846,0.08952707748901415
129,-3.4839999999999995,0.1616254390705952,0.0,-0.0027992427221329224,0.1588261963484623
