,x1,y,rep,noise,y_noise
0,-4.0,0.2269011662175376,0.0,0.18681637627405448,0.4137175424915921
1,-3.95,0.2264745331669587,0.0,-0.07152178324732454,0.15495274991963415
2,-3.9,0.2261357782108464,0.0,0.1304968051350311,0.3566325833458775
3,-3.850000000000001,0.2258843842491351,0.0,0.011160596598884027,0.23704498084801912
4,-3.8000000000000007,0.2257195593668869,0.0,-0.01663551876278079,0.2090840406041061
5,-3.750000000000001,0.2256402349867505,0.0,0.18508068495612276,0.4107209199428733
6,-3.700000000000001,0.225645065211805,0.0,-0.034381634762597285,0.1912634304492077
7,-3.650000000000001,0.2257324272393208,0.0,0.0901522878526634,0.3158847150919842
8,-3.6000000000000014,0.2259004227129998,0.0,-0.059756724969766695,0.1661436977432331
9,-3.5500000000000016,0.2261468798756441,0.0,-0.16099455102770704,0.06515232884793706
10,-3.5000000000000018,0.2264693563869395,0.0,-0.12643993422730723,0.10002942215963226
11,-3.450000000000002,0.2268651426822803,0.0,0.043676268130739104,0.2705414108130194
12,-3.400000000000002,0.2273312657686531,0.0,0.2963221114668232,0.5236533772354763
13,-3.3500000000000023,0.2278644933814294,0.0,0.0594938608454379,0.2873583542268673
14,-3.3000000000000025,0.2284613384601434,0.0,-0.37375178264516595,-0.14529044418502254
15,-3.2500000000000027,0.229118063939041,0.0,-0.07379429627724601,0.15532376766179498
16,-3.200000000000003,0.2298306878849607,0.0,0.01771481307308562,0.2475455009580463
17,-3.150000000000003,0.2305949890449516,0.0,0.13658466028313748,0.3671796493280891
18,-3.100000000000003,0.2314065128800496,0.0,-0.016677605255283175,0.21472890762476643
19,-3.050000000000004,0.2322605781486553,0.0,-0.23501397291992543,-0.0027533947712701234
20,-3.000000000000004,0.2331522840482249,0.0,-0.2582433418750284,-0.025091057826803487
21,-2.950000000000004,0.234076517809223,0.0,-0.03953303178669749,0.19454348602252552
22,-2.900000000000004,0.235027962438395,0.0,-0.20653616241501538,0.028491800023379615
23,-2.850000000000004,0.2360011040032891,0.0,0.1803324414681081,0.4163335454713972
24,-2.8000000000000043,0.2369902374076655,0.0,0.024790863109133355,0.26178110051679887
