,x,y,z,rep,zmodel
0,-1.0,0.0,-3.05,1,-2.690501841823511
1,-0.995,0.0,-3.0116508262500004,1,-2.6657233693174094
2,-0.99,0.0,-2.97370161,1,-2.6409978022584935
3,-0.985,0.0,-2.93614980875,1,-2.616329286515972
4,-0.98,0.0,-2.89899288,1,-2.5917219269836504
5,-0.975,0.0,-2.86222828125,1,-2.567179784165486
6,-0.97,0.0,-2.82585347,1,-2.5427068708343765
7,-0.965,0.0,-2.78986590375,1,-2.518307148769991
8,-0.96,0.0,-2.75426304,1,-2.4939845255813933
9,-0.955,0.0,-2.71904233625,1,-2.4697428516197486
10,-0.95,0.0,-2.68420125,1,-2.445585916986272
11,-0.945,0.0,-2.64973723875,1,-2.421517448640177
12,-0.94,0.0,-2.61564776,1,-2.3975411076111075
13,-0.935,0.0,-2.58193027125,1,-2.3736604863202295
14,-0.93,0.0,-2.54858223,1,-2.3498791060137747
15,-0.925,0.0,-2.51560109375,1,-2.326200414312545
16,-0.92,0.0,-2.48298432,1,-2.3026277828804935
17,-0.915,0.0,-2.45072936625,1,-2.2791645052151743
18,-0.91,0.0,-2.41883369,1,-2.2558137945624823
19,-0.905,0.0,-2.387294748749999,1,-2.232578781957735
20,-0.8999999999999999,0.0,-2.3561099999999997,1,-2.2094625143948496
21,-0.8949999999999999,0.0,-2.325276901249999,1,-2.1864679531249194
22,-0.8899999999999999,0.0,-2.294792909999999,1,-2.163597972085228
23,-0.8849999999999999,0.0,-2.2646554837499995,1,-2.1408553564593276
24,-0.8799999999999999,0.0,-2.234862079999999,1,-2.11824280136852
25,-0.8749999999999999,0.0,-2.20541015625,1,-2.095762910694684
26,-0.8699999999999999,0.0,-2.17629717,1,-2.0734181960341114
27,-0.8649999999999999,0.0,-2.147520578749999,1,-2.0512110757816697
28,-0.8599999999999999,0.0,-2.119077839999999,1,-2.0291438743442956
29,-0.8549999999999999,0.0,-2.0909664112499997,1,-2.0072188214825766
30,-0.8499999999999999,0.0,-2.063183749999999,1,-1.9854380517788004
31,-0.8449999999999999,0.0,-2.035727313749999,1,-1.9638036042296692
32,-0.8399999999999999,0.0,-2.0085945599999997,1,-1.9423174219615542
33,-0.8349999999999999,0.0,-1.9817829462499992,1,-1.9209813520659575
34,-0.8299999999999998,0.0,-1.9552899299999995,1,-1.8997971455526133
35,-0.8249999999999998,0.0,-1.9291129687499995,1,-1.8787664574173937
36,-0.8199999999999998,0.0,-1.903249519999999,1,-1.8578908468220787
37,-0.8149999999999998,0.0,-1.877697041249999,1,-1.8371717773827696
38,-0.8099999999999998,0.0,-1.8524529899999995,1,-1.816610617563623
39,-0.8049999999999998,0.0,-1.8275148237499992,1,-1.7962086411723808
40,-0.7999999999999998,0.0,-1.8028799999999996,1,-1.7759670279540913
41,-0.7949999999999998,0.0,-1.778545976249999,1,-1.7558868642792151
42,-0.7899999999999998,0.0,-1.7545102099999994,1,-1.735969143922297
43,-0.7849999999999998,0.0,-1.7307701587499993,1,-1.7162147689271958
44,-0.7799999999999998,0.0,-1.707323279999999,1,-1.6966245505548943
45,-0.7749999999999998,0.0,-1.6841670312499988,1,-1.6771992103097357
46,-0.7699999999999998,0.0,-1.661298869999999,1,-1.6579393810400014
47,-0.7649999999999998,0.0,-1.638716253749999,1,-1.6388456081086136
48,-0.7599999999999998,0.0,-1.616416639999999,1,-1.619918350629791
49,-0.7549999999999998,0.0,-1.5943974862499992,1,-1.6011579827674638
50,-0.7499999999999998,0.0,-1.5726562499999988,1,-1.5825647950912458
51,-0.7449999999999998,0.0,-1.5511903887499991,1,-1.5641389959857783
52,-0.7399999999999998,0.0,-1.5299973599999992,1,-1.5458807131093377
53,-0.7349999999999998,0.0,-1.509074621249999,1,-1.5277899948975686
54,-0.7299999999999998,0.0,-1.488419629999999,1,-1.509866812108303
55,-0.7249999999999998,0.0,-1.4680298437499988,1,-1.4921110594034757
56,-0.7199999999999998,0.0,-1.4479027199999992,1,-1.474522556964195
57,-0.7149999999999997,0.0,-1.428035716249999,1,-1.4571010521351384
58,-0.7099999999999997,0.0,-1.4084262899999989,1,-1.4398462210944898
59,-0.7049999999999997,0.0,-1.389071898749999,1,-1.4227576705457559
60,-0.6999999999999997,0.0,-1.3699699999999988,1,-1.4058349394278769
61,-0.6949999999999997,0.0,-1.351118051249999,1,-1.3890775006401512
62,-0.6899999999999997,0.0,-1.332513509999999,1,-1.3724847627786134
63,-0.6849999999999997,0.0,-1.314153833749999,1,-1.3560560718806007
64,-0.6799999999999997,0.0,-1.296036479999999,1,-1.3397907131743592
65,-0.6749999999999997,0.0,-1.278158906249999,1,-1.3236879128306838
66,-0.6699999999999997,0.0,-1.2605185699999988,1,-1.30774683971365
67,-0.6649999999999997,0.0,-1.2431129287499991,1,-1.2919666071276927
68,-0.6599999999999997,0.0,-1.225939439999999,1,-1.2763462745583523
69,-0.6549999999999997,0.0,-1.2089955612499992,1,-1.2608848494041522
70,-0.6499999999999997,0.0,-1.192278749999999,1,-1.2455812886972017
71,-0.6449999999999997,0.0,-1.1757864637499988,1,-1.2304345008102544
72,-0.6399999999999997,0.0,-1.159516159999999,1,-1.21544334714804
73,-0.6349999999999997,0.0,-1.143465296249999,1,-1.2006066438208558
74,-0.6299999999999997,0.0,-1.1276313299999992,1,-1.1859231632984981
75,-0.6249999999999997,0.0,-1.112011718749999,1,-1.1713916360427554
76,-0.6199999999999997,0.0,-1.0966039199999993,1,-1.1570107521167874
77,-0.6149999999999997,0.0,-1.0814053912499988,1,-1.1427791627698478
78,-0.6099999999999997,0.0,-1.066413589999999,1,-1.1286954819959365
79,-0.6049999999999996,0.0,-1.0516259737499989,1,-1.1147582880650169
80,-0.5999999999999996,0.0,-1.0370399999999989,1,-1.1009661250256657
81,-0.5949999999999996,0.0,-1.0226531262499992,1,-1.0873175041780025
82,-0.5899999999999996,0.0,-1.0084628099999988,1,-1.0738109055159262
83,-0.5849999999999996,0.0,-0.9944665087499992,1,-1.0604447791377987
84,-0.5799999999999996,0.0,-0.9806616799999988,1,-1.0472175466247469
85,-0.5749999999999996,0.0,-0.9670457812499992,1,-1.0341276023859398
86,-0.5699999999999996,0.0,-0.9536162699999988,1,-1.0211733149702096
87,-0.5649999999999996,0.0,-0.940370603749999,1,-1.0083530283435318
88,-0.5599999999999996,0.0,-0.9273062399999992,1,-0.9956650631319385
89,-0.5549999999999996,0.0,-0.914420636249999,1,-0.9831077178295377
90,-0.5499999999999996,0.0,-0.901711249999999,1,-0.970679269971369
91,-0.5449999999999996,0.0,-0.889175538749999,1,-0.9583779772709341
92,-0.5399999999999996,0.0,-0.8768109599999989,1,-0.9462020787222786
93,-0.5349999999999996,0.0,-0.864614971249999,1,-0.9341497956665972
94,-0.5299999999999996,0.0,-0.8525850299999991,1,-0.9222193328233863
95,-0.5249999999999996,0.0,-0.840718593749999,1,-0.9104088792862455
96,-0.5199999999999996,0.0,-0.829013119999999,1,-0.8987166094834499
97,-0.5149999999999996,0.0,-0.8174660662499992,1,-0.8871406841035374
98,-0.5099999999999996,0.0,-0.806074889999999,1,-0.8756792509861288
99,-0.5049999999999996,0.0,-0.794837048749999,1,-0.8643304459783246
100,-0.4999999999999995,0.0,-0.7837499999999991,1,-0.853092393757001
101,-0.4949999999999995,0.0,-0.772811201249999,1,-0.8419632086174215
102,-0.4899999999999995,0.0,-0.762018109999999,1,-0.8309409952285927
103,-0.4849999999999995,0.0,-0.751368183749999,1,-0.8200238493558458
104,-0.4799999999999995,0.0,-0.7408588799999991,1,-0.8092098585511428
105,-0.4749999999999995,0.0,-0.730487656249999,1,-0.7984971028116626
106,-0.4699999999999995,0.0,-0.720251969999999,1,-0.7878836552072299
107,-0.4649999999999995,0.0,-0.7101492787499991,1,-0.7773675824771901
108,-0.4599999999999995,0.0,-0.7001770399999991,1,-0.766946945597352
109,-0.4549999999999995,0.0,-0.6903327112499991,1,-0.756619800317653
110,-0.4499999999999995,0.0,-0.680613749999999,1,-0.7463841976712051
111,-0.4449999999999995,0.0,-0.671017613749999,1,-0.7362381844554126
112,-0.4399999999999995,0.0,-0.6615417599999991,1,-0.7261798036858742
113,-0.4349999999999995,0.0,-0.652183646249999,1,-0.7162070950237737
114,-0.4299999999999995,0.0,-0.642940729999999,1,-0.706318095177499
115,-0.4249999999999995,0.0,-0.633810468749999,1,-0.6965108382792428
116,-0.4199999999999995,0.0,-0.624790319999999,1,-0.6867833562373087
117,-0.4149999999999995,0.0,-0.6158777412499991,1,-0.6771336790649376
118,-0.4099999999999995,0.0,-0.6070701899999991,1,-0.6675598351863665
119,-0.4049999999999994,0.0,-0.5983651237499992,1,-0.6580598517209351
120,-0.3999999999999994,0.0,-0.5897599999999991,1,-0.6486317547460176
121,-0.3949999999999994,0.0,-0.5812522762499991,1,-0.6392735695395441
122,-0.3899999999999994,0.0,-0.572839409999999,1,-0.6299833208029257
123,-0.3849999999999994,0.0,-0.5645188587499991,1,-0.6207590328651567
124,-0.3799999999999994,0.0,-0.5562880799999991,1,-0.6115987298688932
125,-0.3749999999999994,0.0,-0.5481445312499991,1,-0.6025004359392957
126,-0.3699999999999994,0.0,-0.5400856699999991,1,-0.5934621753364356
127,-0.3649999999999994,0.0,-0.5321089537499991,1,-0.5844819725920354
128,-0.3599999999999994,0.0,-0.5242118399999991,1,-0.575557852631359
129,-0.3549999999999994,0.0,-0.5163917862499992,1,-0.5666878408810191
130,-0.3499999999999994,0.0,-0.5086462499999991,1,-0.5578699633634909
131,-0.3449999999999994,0.0,-0.5009726887499991,1,-0.5491022467791128
132,-0.3399999999999994,0.0,-0.493368559999999,1,-0.540382718576346
133,-0.3349999999999994,0.0,-0.4858313212499991,1,-0.5317094070110838
134,-0.3299999999999994,0.0,-0.478358429999999,1,-0.523080341195756
135,-0.3249999999999994,0.0,-0.4709473437499991,1,-0.514493551139004
136,-0.3199999999999994,0.0,-0.463595519999999,1,-0.5059470677766984
137,-0.3149999999999994,0.0,-0.4563004162499992,1,-0.49743892299502757
138,-0.3099999999999994,0.0,-0.4490594899999992,1,-0.48896714964643384
139,-0.3049999999999994,0.0,-0.4418701987499991,1,-0.48052978155912784
140,-0.2999999999999994,0.0,-0.4347299999999991,1,-0.4721248535409294
141,-0.2949999999999994,0.0,-0.4276363512499991,1,-0.46375040137815227
142,-0.2899999999999993,0.0,-0.4205867099999991,1,-0.4554044618303045
143,-0.2849999999999993,0.0,-0.4135785337499991,1,-0.44708507262126257
144,-0.2799999999999993,0.0,-0.4066092799999991,1,-0.4387902724277101
145,-0.2749999999999993,0.0,-0.3996764062499991,1,-0.4305181008655052
146,-0.2699999999999993,0.0,-0.3927773699999991,1,-0.42226659847470127
147,-0.2649999999999993,0.0,-0.3859096287499991,1,-0.4140338067039313
148,-0.2599999999999993,0.0,-0.3790706399999991,1,-0.4058177678948424
149,-0.2549999999999993,0.0,-0.372257861249999,1,-0.39761652526727986
150,-0.2499999999999993,0.0,-0.3654687499999991,1,-0.38942812290590817
151,-0.2449999999999993,0.0,-0.3587007637499991,1,-0.38125060574894726
152,-0.2399999999999993,0.0,-0.351951359999999,1,-0.3730820195797004
153,-0.2349999999999993,0.0,-0.345217996249999,1,-0.3649204110215639
154,-0.2299999999999993,0.0,-0.338498129999999,1,-0.3567638275371479
155,-0.2249999999999993,0.0,-0.3317892187499991,1,-0.34861031743221915
156,-0.2199999999999993,0.0,-0.3250887199999991,1,-0.3404579298650654
157,-0.2149999999999993,0.0,-0.318394091249999,1,-0.33230471486199314
158,-0.2099999999999993,0.0,-0.311702789999999,1,-0.3241487233395501
159,-0.2049999999999993,0.0,-0.305012273749999,1,-0.3159880071341492
160,-0.1999999999999993,0.0,-0.2983199999999991,1,-0.307820619039712
161,-0.1949999999999992,0.0,-0.291623426249999,1,-0.29964461285396876
162,-0.1899999999999992,0.0,-0.284920009999999,1,-0.2914580434340223
163,-0.1849999999999992,0.0,-0.278207208749999,1,-0.2832589667618244
164,-0.1799999999999992,0.0,-0.2714824799999989,1,-0.2750454400201376
165,-0.1749999999999992,0.0,-0.264743281249999,1,-0.26681552167962247
