,x,y,z,rep,noise,z_noise,zmodel
0,-1.0,0.0,-3.05,1,-0.0027390659558971,-3.052739065955897,-3.0258354927258453
1,-0.975,0.0,-2.86222828125,1,0.0440739654000478,-2.818154315849952,-2.8280378097974697
2,-0.95,0.0,-2.68420125,1,-0.0065395016781338,-2.690740751678134,-2.639444704834701
3,-0.925,0.0,-2.51560109375,1,0.1789072721883651,-2.336693821561634,-2.4606315149138114
4,-0.8999999999999999,0.0,-2.35611,1,-0.008808877715758,-2.3649188777157577,-2.2919499125968406
5,-0.8749999999999999,0.0,-2.20541015625,1,-0.0277961545806018,-2.233206310830602,-2.133543942007128
6,-0.8499999999999999,0.0,-2.063183749999999,1,0.2042648283699524,-1.8589189216300464,-1.9853733178321045
7,-0.8249999999999998,0.0,-1.9291129687499995,1,0.1033804747801517,-1.825732493969848,-1.847241128329208
8,-0.7999999999999998,0.0,-1.80288,1,0.0058824840538979,-1.7969975159461016,-1.7188233119149832
9,-0.7749999999999998,0.0,-1.6841670312499988,1,0.0257957130903946,-1.6583713181596045,-1.599697735155874
10,-0.7499999999999998,0.0,-1.5726562499999988,1,-0.0008915401196034,-1.5735477901196022,-1.4893712639653631
11,-0.7249999999999998,0.0,-1.4680298437499988,1,-0.0876356520874013,-1.5556654958374,-1.387303787223673
12,-0.6999999999999997,0.0,-1.3699699999999988,1,-0.1112379938535268,-1.4812079938535256,-1.2929286533083728
13,-0.6749999999999997,0.0,-1.278158906249999,1,0.0400763273906783,-1.2380825788593206,-1.2056693786759267
14,-0.6499999999999997,0.0,-1.192278749999999,1,0.2648673313689927,-0.9274114186310062,-1.1249527740171488
15,-0.6249999999999997,0.0,-1.112011718749999,1,0.1781309508069596,-0.9338807679430392,-1.050218816052709
16,-0.5999999999999996,0.0,-1.0370399999999989,1,0.0408718870240752,-0.9961681129759236,-0.9809276898726322
17,-0.5749999999999996,0.0,-0.9670457812499992,1,0.0925367313436134,-0.8745090499063858,-0.9165644592049146
18,-0.5499999999999996,0.0,-0.901711249999999,1,0.0113006908276982,-0.8904105591723007,-0.8566418104608887
19,-0.5249999999999996,0.0,-0.840718593749999,1,-0.0335076499457671,-0.8742262436957662,-0.8007012779520015
20,-0.4999999999999995,0.0,-0.7837499999999991,1,0.0420368019421363,-0.7417131980578627,-0.7483133054075518
21,-0.4749999999999995,0.0,-0.730487656249999,1,-0.0018115702536699,-0.732299226503669,-0.6990764420884503
22,-0.4499999999999995,0.0,-0.680613749999999,1,0.0234883860054453,-0.6571253639945536,-0.652615916367356
23,-0.4249999999999995,0.0,-0.633810468749999,1,-0.0768977934630868,-0.7107082622130859,-0.6085817790931258
24,-0.3999999999999994,0.0,-0.5897599999999991,1,0.0265401653529746,-0.5632198346470244,-0.566646765043046
25,-0.3749999999999994,0.0,-0.5481445312499991,1,0.0122270140159039,-0.5359175172340951,-0.5265039837643155
26,-0.3499999999999994,0.0,-0.5086462499999991,1,-0.0178590488034634,-0.5265052988034625,-0.4878645208675281
27,-0.3249999999999994,0.0,-0.4709473437499991,1,0.0898773813472409,-0.3810699624027581,-0.45045500672189553
28,-0.2999999999999994,0.0,-0.4347299999999991,1,-0.0070395858594689,-0.4417695858594681,-0.4140151907157575
29,-0.2749999999999993,0.0,-0.3996764062499991,1,-0.1021723530823603,-0.5018487593323594,-0.37829554496930373
30,-0.2499999999999993,0.0,-0.3654687499999991,1,0.0144248820159188,-0.3510438679840802,-0.34305491086840983
31,-0.2249999999999993,0.0,-0.3317892187499991,1,0.0251052713236002,-0.3066839474263989,-0.3080581943879251
32,-0.1999999999999993,0.0,-0.2983199999999991,1,0.1122397550416572,-0.1860802449583418,-0.273074111378588
33,-0.1749999999999992,0.0,-0.264743281249999,1,0.0514994950502842,-0.2132437861997148,-0.23787298142691055
34,-0.1499999999999992,0.0,-0.2307412499999989,1,0.031243259358215,-0.1994979906417839,-0.2022245683165682
35,-0.1249999999999992,0.0,-0.1959960937499989,1,0.0084312282604746,-0.1875648654895243,-0.16589596640296514
36,-0.0999999999999992,0.0,-0.1601899999999988,1,-0.0615317040011344,-0.2217217040011332,-0.12864953535725016
37,-0.0749999999999991,0.0,-0.1230051562499987,1,0.2848267886455242,0.1618216323955255,-0.09024089084913246
38,-0.0499999999999991,0.0,-0.0841237499999986,1,-0.0743621093401346,-0.1584858593401332,-0.05041696602443215
39,-0.0249999999999991,0.0,-0.0432279687499985,1,0.0081657423239026,-0.0350622264260959,-0.008914168382397001
40,8.881784197001252e-16,0.0,1.5809575870662245e-15,1,-0.0399971965545292,-0.0399971965545276,0.03454333078289085
41,0.0250000000000008,0.0,0.0458779687500015,1,-0.0995645737734366,-0.0536866050234351,0.08024512147401872
42,0.0500000000000009,0.0,0.0947237500000018,1,-0.0207854316706895,0.0739383183293122,0.12849582246519478
43,0.075000000000001,0.0,0.1468551562500022,1,0.1352989487807633,0.2821541050307655,0.1796159960608547
44,0.1000000000000009,0.0,0.2025900000000022,1,-0.0758480624536222,0.12674193754638,0.2339425884561586
45,0.1250000000000009,0.0,0.2622460937500022,1,0.0417691521381263,0.3040152458881285,0.29182874433194267
46,0.150000000000001,0.0,0.3261412500000027,1,-0.0232841589735828,0.3028570910264198,0.3536428127568152
47,0.1750000000000011,0.0,0.3945932812500032,1,0.1302756889994538,0.5248689702494571,0.4197663302693584
48,0.200000000000001,0.0,0.4679200000000033,1,-0.0618208356338557,0.4060991643661475,0.4905907397483124
49,0.2250000000000009,0.0,0.5464392187500031,1,0.1016794665403314,0.6481186852903346,0.5665125855882214
50,0.2500000000000011,0.0,0.6304687500000039,1,0.0855994926237965,0.7160682426238005,0.6479269239049849
51,0.2750000000000012,0.0,0.7203264062500045,1,0.0026162723200687,0.7229426785700733,0.7352187099812207
52,0.3000000000000011,0.0,0.8163300000000046,1,0.0054890515377232,0.8218190515377278,0.828751984298147
53,0.325000000000001,0.0,0.9187973437500044,1,-0.0383409249561777,0.8804564187938266,0.928856783924274
54,0.3500000000000012,0.0,1.0280462500000054,1,-0.0639081680791799,0.9641380819208254,1.0358138666369086
55,0.3750000000000013,0.0,1.1443945312500063,1,-0.0089382507894556,1.1354562804605506,1.1498375551334443
56,0.4000000000000012,0.0,1.2681600000000064,1,-0.0370071308509469,1.2311528691490594,1.2710572837869896
57,0.4250000000000011,0.0,1.3996604687500065,1,-0.0487056741420205,1.350954794607986,1.3994987439543354
58,0.4500000000000013,0.0,1.5392137500000076,1,-0.035153024278471,1.5040607257215366,1.535065843753958
59,0.4750000000000014,0.0,1.6871376562500089,1,0.1117533522175381,1.7988910084675471,1.677524976412063
60,0.5000000000000013,0.0,1.8437500000000084,1,0.0321379644931349,1.8758879644931437,1.8264932673160648
61,0.5250000000000012,0.0,2.0093685937500085,1,-0.0575604615783348,1.9518081321716736,1.9814324801464602
62,0.5500000000000014,0.0,2.1843112500000097,1,-0.038742366702413,2.1455688832975968,2.1416500542038457
63,0.5750000000000015,0.0,2.3688957812500115,1,0.0235480987030024,2.392443879953014,2.3063082937034496
64,0.6000000000000014,0.0,2.5634400000000115,1,-0.1088346579567911,2.4546053420432203,2.4744420540894505
65,0.6250000000000013,0.0,2.768261718750012,1,-0.0702774518474348,2.697984266902577,2.64498443983908
66,0.6500000000000015,0.0,2.983678750000013,1,0.1212878322425225,3.104966582242536,2.816799157721007
67,0.6750000000000016,0.0,3.210008906250015,1,-0.0761286743913607,3.133880231858654,2.988717399550686
68,0.7000000000000015,0.0,3.4475700000000145,1,0.018376000134258,3.4659460001342723,3.159576594482981
69,0.7250000000000014,0.0,3.6966798437500143,1,-0.0749723796080053,3.621707464142009,3.3282581698548985
70,0.7500000000000016,0.0,3.957656250000016,1,0.0616120926580514,4.019268342658068,3.4937216254437096
71,0.7750000000000017,0.0,4.230817031250019,1,-0.1342391575585312,4.096577873691487,3.655032721309691
72,0.8000000000000016,0.0,4.516480000000019,1,-0.0276209713736112,4.488859028626408,3.811384306543331
73,0.8250000000000015,0.0,4.814962968750018,1,-0.0108090760724517,4.804153892677567,3.962109143697722
74,0.8500000000000016,0.0,5.126583750000021,1,0.2125628666599651,5.339146616659987,4.106684878182027
75,0.8750000000000018,0.0,5.451660156250024,1,-0.1289410779679284,5.322719078282096,4.244731956472781
76,0.9000000000000017,0.0,5.790510000000023,1,-0.0175848260257299,5.7729251739742935,4.376005747842114
77,0.9250000000000016,0.0,6.143451093750024,1,0.0264207844508064,6.169871878200831,4.500384354015555
78,0.9500000000000016,0.0,6.510801250000026,1,0.099492570251167,6.610293820251193,4.617853620973393
79,0.975000000000002,0.0,6.892878281250029,1,0.0018741715922642,6.894752452842293,4.72849074281329
80,-1.0,0.0,-0.2953512865871591,5,0.0525906974883185,-0.2427605890988405,-0.23769457446135037
81,-0.975,0.0,-0.2933332798872255,5,-0.0078753775369053,-0.3012086574241308,-0.2498949822191602
82,-0.95,0.0,-0.2934494579716514,5,-0.0607600970111258,-0.3542095549827772,-0.26291224452974926
83,-0.925,0.0,-0.295626374602891,5,0.0944526050190876,-0.2011737695838032,-0.27661696917069617
84,-0.8999999999999999,0.0,-0.2997758725209265,5,0.0033248285896594,-0.296451043931267,-0.29088991434685946
85,-0.8749999999999999,0.0,-0.305797044089367,5,-0.0313237780809777,-0.3371208221703447,-0.3056215802881369
86,-0.8499999999999999,0.0,-0.3135781433059793,5,-0.1080750924832256,-0.4216532357892049,-0.32071177516224736
