,x,y,z,rep,noise,z_noise
0,-1.0,0.0,-3.05,1,-0.034859359343174905,-3.0848593593431746
1,-0.975,0.0,-2.86222828125,1,-0.1520598669177257,-3.0142881481677257
2,-0.95,0.0,-2.68420125,1,-0.02305729095779499,-2.707258540957795
3,-0.925,0.0,-2.51560109375,1,0.058077873363568504,-2.4575232203864315
4,-0.8999999999999999,0.0,-2.3561099999999997,1,0.21663574482277498,-2.1394742551772246
5,-0.8749999999999999,0.0,-2.20541015625,1,-0.1234514380567332,-2.3288615943067335
6,-0.8499999999999999,0.0,-2.063183749999999,1,-0.009777757640793989,-2.072961507640793
7,-0.8249999999999998,0.0,-1.9291129687499995,1,0.12047091377522033,-1.8086420549747793
8,-0.7999999999999998,0.0,-1.8028799999999996,1,-0.1285807386512167,-1.9314607386512164
9,-0.7749999999999998,0.0,-1.6841670312499988,1,0.014234584820007943,-1.669932446429991
10,-0.7499999999999998,0.0,-1.5726562499999988,1,0.12888952446821272,-1.443766725531786
11,-0.7249999999999998,0.0,-1.4680298437499988,1,-0.2081320116733763,-1.676161855423375
12,-0.6999999999999997,0.0,-1.3699699999999988,1,-0.11217227274701602,-1.4821422727470148
13,-0.6749999999999997,0.0,-1.278158906249999,1,-0.07137278936787676,-1.3495316956178758
14,-0.6499999999999997,0.0,-1.192278749999999,1,-0.00509092468621594,-1.1973696746862148
15,-0.6249999999999997,0.0,-1.112011718749999,1,-0.03735488245415723,-1.1493666012041561
16,-0.5999999999999996,0.0,-1.0370399999999989,1,0.18624158867203827,-0.8507984113279605
17,-0.5749999999999996,0.0,-0.9670457812499992,1,0.05089333031744865,-0.9161524509325505
18,-0.5499999999999996,0.0,-0.901711249999999,1,0.07376448492817794,-0.8279467650718211
19,-0.5249999999999996,0.0,-0.840718593749999,1,-0.11667277756580118,-0.9573913713158002
20,-0.4999999999999995,0.0,-0.7837499999999991,1,0.048816783500973404,-0.7349332164990257
21,-0.4749999999999995,0.0,-0.730487656249999,1,-0.1584154082018968,-0.8889030644518958
22,-0.4499999999999995,0.0,-0.680613749999999,1,0.018600490360244953,-0.6620132596397541
23,-0.4249999999999995,0.0,-0.633810468749999,1,-0.098603974297458,-0.7324144430474571
24,-0.3999999999999994,0.0,-0.5897599999999991,1,-0.020450150721702802,-0.6102101507217018
25,-0.3749999999999994,0.0,-0.5481445312499991,1,0.1313547717447063,-0.41678975950529273
26,-0.3499999999999994,0.0,-0.5086462499999991,1,0.06333500836166206,-0.445311241638337
27,-0.3249999999999994,0.0,-0.4709473437499991,1,-0.018679529790963666,-0.48962687354096274
28,-0.2999999999999994,0.0,-0.4347299999999991,1,-0.05731267075683018,-0.4920426707568293
29,-0.2749999999999993,0.0,-0.3996764062499991,1,-0.16230412598261854,-0.5619805322326177
30,-0.2499999999999993,0.0,-0.3654687499999991,1,0.05815921356430323,-0.3073095364356959
31,-0.2249999999999993,0.0,-0.3317892187499991,1,0.08149332082254647,-0.25029589792745266
32,-0.1999999999999993,0.0,-0.2983199999999991,1,0.1060463355472628,-0.1922736644527363
33,-0.1749999999999992,0.0,-0.264743281249999,1,-0.04840044672370595,-0.313143727973705
34,-0.1499999999999992,0.0,-0.2307412499999989,1,-0.03555907521427016,-0.26630032521426905
35,-0.1249999999999992,0.0,-0.1959960937499989,1,0.04402598338348224,-0.15197011036651667
36,-0.0999999999999992,0.0,-0.1601899999999988,1,0.011825375053753154,-0.14836462494624564
37,-0.0749999999999991,0.0,-0.1230051562499987,1,0.04496851995804396,-0.07803663629195474
38,-0.0499999999999991,0.0,-0.0841237499999986,1,-0.0410004901619144,-0.12512424016191298
39,-0.0249999999999991,0.0,-0.0432279687499985,1,-0.05283176376048557,-0.09605973251048407
40,8.881784197001252e-16,0.0,1.5809575870662245e-15,1,0.13921359570854563,0.13921359570854722
41,0.0250000000000008,0.0,0.0458779687500015,1,0.12730175104183114,0.17317971979183264
42,0.0500000000000009,0.0,0.0947237500000018,1,0.11523199146969272,0.20995574146969453
43,0.075000000000001,0.0,0.1468551562500022,1,0.10964519144563166,0.25650034769563385
44,0.1000000000000009,0.0,0.2025900000000022,1,-0.16972227285857086,0.03286772714143135
45,0.1250000000000009,0.0,0.2622460937500022,1,-0.014673072364487378,0.24757302138551482
46,0.150000000000001,0.0,0.3261412500000027,1,-0.12758555045544634,0.19855569954455637
47,0.1750000000000011,0.0,0.3945932812500032,1,0.20089895911243666,0.5954922403624399
48,0.200000000000001,0.0,0.4679200000000033,1,0.04897120298875966,0.5168912029887629
49,0.2250000000000009,0.0,0.5464392187500031,1,0.1687926348058765,0.7152318535558796
50,0.2500000000000011,0.0,0.6304687500000039,1,0.3471730029243789,0.9776417529243828
51,0.2750000000000012,0.0,0.7203264062500045,1,-0.13220184128975118,0.5881245649602533
52,0.3000000000000011,0.0,0.8163300000000046,1,0.1596776063456326,0.9760076063456371
53,0.325000000000001,0.0,0.9187973437500044,1,0.0029212798578771527,0.9217186236078816
54,0.3500000000000012,0.0,1.0280462500000054,1,0.09145570522357525,1.1195019552235805
55,0.3750000000000013,0.0,1.1443945312500063,1,-0.22302288824229977,0.9213716430077066
56,0.4000000000000012,0.0,1.2681600000000064,1,-0.009444683088854842,1.2587153169111516
57,0.4250000000000011,0.0,1.3996604687500065,1,-0.017851383300936757,1.3818090854490697
58,0.4500000000000013,0.0,1.5392137500000076,1,0.02504539282802458,1.5642591428280321
59,0.4750000000000014,0.0,1.6871376562500089,1,-0.039913751077888054,1.647223905172121
60,0.5000000000000013,0.0,1.8437500000000084,1,0.0514517653585258,1.8952017653585342
61,0.5250000000000012,0.0,2.0093685937500085,1,0.010342873330115271,2.019711467080124
62,0.5500000000000014,0.0,2.1843112500000097,1,0.05236623461591568,2.2366774846159254
63,0.5750000000000015,0.0,2.3688957812500115,1,0.14575278507199058,2.514648566322002
64,0.6000000000000014,0.0,2.5634400000000115,1,-0.19227125433591524,2.371168745664096
65,0.6250000000000013,0.0,2.768261718750012,1,-0.0678191746372792,2.7004425441127324
66,0.6500000000000015,0.0,2.983678750000013,1,-0.07878820483904692,2.904890545160966
67,0.6750000000000016,0.0,3.210008906250015,1,-0.09451781426949925,3.1154910919805157
68,0.7000000000000015,0.0,3.4475700000000145,1,0.2055558748520932,3.653125874852108
69,0.7250000000000014,0.0,3.6966798437500143,1,-0.178577422339666,3.5181024214103482
70,0.7500000000000016,0.0,3.957656250000016,1,0.04555540676262246,4.003211656762638
71,0.7750000000000017,0.0,4.230817031250019,1,0.1125509041761037,4.343367935426122
72,0.8000000000000016,0.0,4.516480000000019,1,-0.04514467876472095,4.471335321235298
73,0.8250000000000015,0.0,4.814962968750018,1,-0.06673389919468214,4.748229069555336
74,0.8500000000000016,0.0,5.126583750000021,1,-0.015898191480836772,5.110685558519185
75,0.8750000000000018,0.0,5.451660156250024,1,0.024360749023433687,5.476020905273458
