,x1,y_raw,rep
0,-4.0,-0.1576189186733264,0.0
1,-3.975,-0.15655780069255973,0.0
2,-3.95,-0.15549668271179298,0.0
3,-3.9250000000000003,-0.15443556473102618,0.0
4,-3.9000000000000004,-0.15337444675025957,0.0
5,-3.8750000000000004,-0.15231332876949263,0.0
6,-3.8500000000000005,-0.1512522107887259,0.0
7,-3.8250000000000006,-0.1502184626665099,0.0
8,-3.8000000000000007,-0.14919494378999504,0.0
9,-3.775000000000001,-0.1481714249134802,0.0
10,-3.750000000000001,-0.14714790603696534,0.0
11,-3.725000000000001,-0.14612438716045062,0.0
12,-3.700000000000001,-0.14510086828393573,0.0
13,-3.675000000000001,-0.1440773494074208,0.0
14,-3.6500000000000012,-0.14305383053090612,0.0
15,-3.6250000000000013,-0.14203031165439126,0.0
16,-3.6000000000000014,-0.1410067927778765,0.0
17,-3.5750000000000015,-0.1399832739013615,0.0
18,-3.5500000000000016,-0.13895975502484678,0.0
19,-3.5250000000000017,-0.13793597878408886,0.0
20,-3.5000000000000018,-0.1368980993590267,0.0
21,-3.475000000000002,-0.13586021993396424,0.0
22,-3.450000000000002,-0.1349283052241144,0.0
23,-3.425000000000002,-0.13410868252081415,0.0
24,-3.400000000000002,-0.13328905981751432,0.0
25,-3.375000000000002,-0.13246943711421436,0.0
26,-3.3500000000000023,-0.131649814410914,0.0
27,-3.3250000000000024,-0.13083019170761417,0.0
28,-3.3000000000000025,-0.13001056900431412,0.0
29,-3.2750000000000026,-0.1291909463010141,0.0
30,-3.2500000000000027,-0.1283713235977138,0.0
31,-3.2250000000000028,-0.12755170089441384,0.0
32,-3.200000000000003,-0.12673207819111387,0.0
33,-3.175000000000003,-0.12591245548781368,0.0
34,-3.150000000000003,-0.12535988206336746,0.0
35,-3.125000000000003,-0.1249429715894662,0.0
36,-3.100000000000003,-0.12452606111556479,0.0
37,-3.0750000000000033,-0.12410915064166345,0.0
38,-3.0500000000000034,-0.12367774651076263,0.0
39,-3.0250000000000035,-0.12314373508304251,0.0
40,-3.0000000000000036,-0.12260972365532227,0.0
41,-2.9750000000000036,-0.1220757122276022,0.0
42,-2.9500000000000037,-0.12154170079988226,0.0
43,-2.925000000000004,-0.12100768937216227,0.0
44,-2.900000000000004,-0.12047367794444208,0.0
45,-2.875000000000004,-0.11993966651672208,0.0
46,-2.850000000000004,-0.11940565508900199,0.0
47,-2.825000000000004,-0.1187107374047845,0.0
48,-2.8000000000000043,-0.11786434747663248,0.0
49,-2.7750000000000044,-0.11701795754848039,0.0
50,-2.7500000000000044,-0.11617156762032825,0.0
51,-2.7250000000000045,-0.11520953858445848,0.0
52,-2.7000000000000046,-0.1141071419895226,0.0
53,-2.6750000000000047,-0.11300474539458658,0.0
54,-2.650000000000005,-0.1119023487996506,0.0
55,-2.625000000000005,-0.11079995220471472,0.0
56,-2.600000000000005,-0.1096975556097786,0.0
57,-2.575000000000005,-0.1085789071531469,0.0
58,-2.550000000000005,-0.10714347316298176,0.0
59,-2.5250000000000052,-0.10570803917281671,0.0
60,-2.5000000000000053,-0.10427260518265159,0.0
61,-2.4750000000000054,-0.10283825772348781,0.0
62,-2.4500000000000055,-0.10146734412865065,0.0
63,-2.4250000000000056,-0.1000964305338135,0.0
64,-2.4000000000000057,-0.09872551693897641,0.0
65,-2.3750000000000058,-0.09735460334413917,0.0
66,-2.350000000000006,-0.0959836897493021,0.0
67,-2.325000000000006,-0.09461277615446491,0.0
68,-2.300000000000006,-0.09324186255962788,0.0
69,-2.275000000000006,-0.09187094896479056,0.0
