,x,y,z,rep,zmodel
0,-1.0,0.0,-3.05,1,-3.1371724608072418
1,-0.995,0.0,-3.0116508262500004,1,-3.1024961711410337
2,-0.99,0.0,-2.97370161,1,-3.067787682712145
3,-0.985,0.0,-2.93614980875,1,-3.033059481503706
4,-0.98,0.0,-2.89899288,1,-2.9983241278476958
5,-0.975,0.0,-2.86222828125,1,-2.9635942352347038
6,-0.97,0.0,-2.82585347,1,-2.928882448814676
7,-0.965,0.0,-2.78986590375,1,-2.8942014236693794
8,-0.96,0.0,-2.75426304,1,-2.859563802939228
9,-0.955,0.0,-2.71904233625,1,-2.8249821958886216
10,-0.95,0.0,-2.68420125,1,-2.7904691559947254
11,-0.945,0.0,-2.64973723875,1,-2.756037159144979
12,-0.94,0.0,-2.61564776,1,-2.7216985820282553
13,-0.935,0.0,-2.58193027125,1,-2.6874656808037507
14,-0.93,0.0,-2.54858223,1,-2.653350570130207
15,-0.925,0.0,-2.51560109375,1,-2.619365202636029
16,-0.92,0.0,-2.48298432,1,-2.585521348908262
17,-0.915,0.0,-2.45072936625,1,-2.5518305780753687
18,-0.91,0.0,-2.41883369,1,-2.518304239055031
19,-0.905,0.0,-2.387294748749999,1,-2.48495344253423
20,-0.8999999999999999,0.0,-2.3561099999999997,1,-2.451789043744352
21,-0.8949999999999999,0.0,-2.325276901249999,1,-2.418821626089178
22,-0.8899999999999999,0.0,-2.294792909999999,1,-2.3860614856784887
23,-0.8849999999999999,0.0,-2.2646554837499995,1,-2.3535186168144646
24,-0.8799999999999999,0.0,-2.234862079999999,1,-2.3212026984724283
25,-0.8749999999999999,0.0,-2.20541015625,1,-2.2891230818115487
26,-0.8699999999999999,0.0,-2.17629717,1,-2.2572887787451403
27,-0.8649999999999999,0.0,-2.147520578749999,1,-2.2257084515941052
28,-0.8599999999999999,0.0,-2.119077839999999,1,-2.1943904038409845
29,-0.8549999999999999,0.0,-2.0909664112499997,1,-2.163342571996004
30,-0.8499999999999999,0.0,-2.063183749999999,1,-2.1325725185805515
31,-0.8449999999999999,0.0,-2.035727313749999,1,-2.1020874262276537
32,-0.8399999999999999,0.0,-2.0085945599999997,1,-2.07189409289336
33,-0.8349999999999999,0.0,-1.9817829462499992,1,-2.0419989281675015
34,-0.8299999999999998,0.0,-1.9552899299999995,1,-2.0124079506670944
35,-0.8249999999999998,0.0,-1.9291129687499995,1,-1.9831267864907147
36,-0.8199999999999998,0.0,-1.903249519999999,1,-1.9541606687076436
37,-0.8149999999999998,0.0,-1.877697041249999,1,-1.9255144378512823
38,-0.8099999999999998,0.0,-1.8524529899999995,1,-1.8971925433824661
39,-0.8049999999999998,0.0,-1.8275148237499992,1,-1.8691990460847998
40,-0.7999999999999998,0.0,-1.8028799999999996,1,-1.841537621351026
41,-0.7949999999999998,0.0,-1.778545976249999,1,-1.8142115633166742
42,-0.7899999999999998,0.0,-1.7545102099999994,1,-1.7872237897949659
43,-0.7849999999999998,0.0,-1.7307701587499993,1,-1.760576847964985
44,-0.7799999999999998,0.0,-1.707323279999999,1,-1.7342729207635803
45,-0.7749999999999998,0.0,-1.6841670312499988,1,-1.7083138339303339
46,-0.7699999999999998,0.0,-1.661298869999999,1,-1.6827010636541264
47,-0.7649999999999998,0.0,-1.638716253749999,1,-1.6574357447694006
48,-0.7599999999999998,0.0,-1.616416639999999,1,-1.632518679450139
49,-0.7549999999999998,0.0,-1.5943974862499992,1,-1.6079503463497913
50,-0.7499999999999998,0.0,-1.5726562499999988,1,-1.5837309101359232
51,-0.7449999999999998,0.0,-1.5511903887499991,1,-1.5598602313691508
52,-0.7399999999999998,0.0,-1.5299973599999992,1,-1.5363378766769877
53,-0.7349999999999998,0.0,-1.509074621249999,1,-1.513163129174515
54,-0.7299999999999998,0.0,-1.488419629999999,1,-1.4903349990852657
55,-0.7249999999999998,0.0,-1.4680298437499988,1,-1.4678522345173903
56,-0.7199999999999998,0.0,-1.4479027199999992,1,-1.4457133323519984
57,-0.7149999999999997,0.0,-1.428035716249999,1,-1.423916549202505
58,-0.7099999999999997,0.0,-1.4084262899999989,1,-1.4024599124059094
59,-0.7049999999999997,0.0,-1.389071898749999,1,-1.3813412310090432
60,-0.6999999999999997,0.0,-1.3699699999999988,1,-1.360558106715068
61,-0.6949999999999997,0.0,-1.351118051249999,1,-1.3401079447577455
62,-0.6899999999999997,0.0,-1.332513509999999,1,-1.319987964673288
63,-0.6849999999999997,0.0,-1.314153833749999,1,-1.300195210941903
64,-0.6799999999999997,0.0,-1.296036479999999,1,-1.2807265634733929
65,-0.6749999999999997,0.0,-1.278158906249999,1,-1.2615787479134613
66,-0.6699999999999997,0.0,-1.2605185699999988,1,-1.2427483457495967
67,-0.6649999999999997,0.0,-1.2431129287499991,1,-1.224231804197543
68,-0.6599999999999997,0.0,-1.225939439999999,1,-1.2060254458515216
69,-0.6549999999999997,0.0,-1.2089955612499992,1,-1.1881254780833883
