,x1,y,rep,noise,y_noise,ymodel
0,-1.9999999999999984,0.0034001868839712,0.0,0.1924867406571689,0.1958869275411401,0.12356216648474583
1,-1.899999999999998,0.003406388924563,0.0,0.0831697317696676,0.0865761206942306,0.09275053193221611
2,-1.799999999999998,0.0034125909651549,0.0,0.0662107759997585,0.0696233669649134,0.06404083593379617
3,-1.699999999999998,0.0034187930057467,0.0,-0.1644605157540989,-0.1610417227483522,0.038135424109706884
4,-1.599999999999998,0.0034249950463386,0.0,-0.0111453462042786,-0.00772035115794,0.01572734154810873
5,-1.4999999999999978,0.0034311970869304,0.0,0.0325652581226377,0.0359964552095681,-0.002542429795783452
6,-1.3999999999999977,0.0030994305075011,0.0,-0.1982121690451848,-0.1951127385376837,-0.016131013703610808
7,-1.2999999999999976,0.0019041036802304,0.0,0.232699969291148,0.2346040729713784,-0.024637852311540365
8,-1.1999999999999975,0.0007087768529596,0.0,-0.0316639925013134,-0.0309552156483538,-0.027841112025419168
9,-1.0999999999999974,2.1997458212885635e-15,0.0,-0.046344485392819,-0.0463444853928168,-0.025720520645398204
10,-0.9999999999999972,0.0089682420311233,0.0,-0.2647214053108868,-0.2557531632797635,-0.01846237678398055
11,-0.8999999999999972,0.0270697967916116,0.0,-0.0919952516196291,-0.0649254548280175,-0.006445119958221834
12,-0.7999999999999972,0.0526146937741399,0.0,-0.0763539162751859,-0.023739222501046,0.009792879479186944
13,-0.6999999999999971,0.0781595907566683,0.0,-0.0887844149276761,-0.0106248241710078,0.0295985464482707
14,-0.599999999999997,0.1037044877391967,0.0,0.1941435892032208,0.2978480769424175,0.052255474369956534
15,-0.4999999999999969,0.1284334899657427,0.0,-0.0294678281660275,0.0989656617997152,0.0770340647862589
16,-0.3999999999999968,0.1531041630825601,0.0,-0.0880966129347063,0.0650075501478537,0.10323423645187146
17,-0.2999999999999967,0.1694456940656042,0.0,0.0182079219512232,0.1876536160168274,0.1302169222414124
18,-0.1999999999999966,0.1825311230756732,0.0,-0.0735256310730023,0.1090054920026708,0.15742336817617408
19,-0.0999999999999965,0.1956165520857423,0.0,-0.1453573289128724,0.0502592231728698,0.18438356003084155
20,3.552713678800501e-15,0.2087019810958114,0.0,-0.1091705487967653,0.099531432299046,0.21071640628940908
21,0.1000000000000032,0.2217874101058804,0.0,0.0396386891289839,0.2614260992348643,0.23612456264925508
22,0.2000000000000037,0.2348728391159495,0.0,-0.0431205730497819,0.1917522660661675,0.26038632003076345
23,0.3000000000000042,0.2479582681260186,0.0,0.0895375910335474,0.337495859159566,0.28334623620137867
24,0.4000000000000039,0.2614506177225754,0.0,-0.2137675941723756,0.0476830235501997,0.3049055101250615
25,0.5000000000000036,0.275241589217471,0.0,0.1398287918686753,0.4150703810861463,0.32501263121183666
26,0.6000000000000041,0.2899719146581762,0.0,-0.0544062290528027,0.2355656856053734,0.34365458232183044
27,0.7000000000000046,0.3077923731416059,0.0,0.2498594851386348,0.5576518582802408,0.36084876240316943
28,0.8000000000000043,0.3256128316250353,0.0,-0.0193224861268521,0.3062903454981831,0.3766357444712218
29,0.9000000000000039,0.3434332901084647,0.0,-0.0107069755641976,0.332726314544267,0.39107294798091485
30,1.0000000000000044,0.3612537485918942,0.0,0.1893313788397175,0.5505851274316117,0.4042292629006865
31,1.100000000000005,0.3805216716951148,0.0,0.041672828048445,0.4221944997435599,0.41618061663367134
