,x1,y,rep
0,-4.0,0.0,0.0
1,-3.98,0.007073993498158612,0.0
2,-3.96,0.014147986996316688,0.0
3,-3.94,0.02122198049447423,0.0
4,-3.92,0.028295973992633644,0.0
5,-3.9,0.03536996749079092,0.0
6,-3.88,0.04244396098894953,0.0
7,-3.86,0.04951795448710707,0.0
8,-3.84,0.056591947985265685,0.0
9,-3.82,0.06366594148342403,0.0
10,-3.8,0.07073993498158318,0.0
11,-3.78,0.07781392847974072,0.0
12,-3.76,0.08488792197789934,0.0
13,-3.7399999999999998,0.09196191547605767,0.0
14,-3.7199999999999998,0.09903590897421682,0.0
15,-3.6999999999999997,0.10610990247237383,0.0
16,-3.6799999999999997,0.11318389597053244,0.0
17,-3.6599999999999997,0.12025788946869212,0.0
18,-3.6399999999999997,0.12733188296684914,0.0
19,-3.6199999999999997,0.13440587646500693,0.0
20,-3.5999999999999996,0.14147986996316583,0.0
21,-3.5799999999999996,0.1485538634613239,0.0
22,-3.5599999999999996,0.15562785695948197,0.0
23,-3.5399999999999996,0.16270185045764113,0.0
24,-3.5199999999999996,0.16977584395579787,0.0
25,-3.4999999999999996,0.1768498374539578,0.0
26,-3.4799999999999995,0.18392383095211534,0.0
27,-3.4599999999999995,0.1909978244502737,0.0
28,-3.4399999999999995,0.19807181794843204,0.0
29,-3.4199999999999995,0.2051458114465901,0.0
30,-3.3999999999999995,0.21221980494474846,0.0
31,-3.3799999999999994,0.2192937984429076,0.0
32,-3.3599999999999994,0.22636779194106435,0.0
33,-3.3399999999999994,0.2334417854392235,0.0
34,-3.3199999999999994,0.2405157789373813,0.0
35,-3.2999999999999994,0.24758977243554045,0.0
36,-3.2799999999999994,0.2546637659336977,0.0
37,-3.2599999999999993,0.2617377594318569,0.0
38,-3.2399999999999993,0.2688117529300147,0.0
39,-3.2199999999999993,0.27588574642817193,0.0
40,-3.1999999999999993,0.2829597399263298,0.0
41,-3.1799999999999993,0.29003373342448996,0.0
42,-3.1599999999999993,0.29710772692264725,0.0
43,-3.1399999999999992,0.3041817204208064,0.0
44,-3.119999999999999,0.3112557139189645,0.0
45,-3.099999999999999,0.3183297074171223,0.0
46,-3.079999999999999,0.3254037009152817,0.0
47,-3.059999999999999,0.3324776944134393,0.0
48,-3.039999999999999,0.33955168791159707,0.0
49,-3.019999999999999,0.3466256814097554,0.0
50,-2.999999999999999,0.35369967490791376,0.0
51,-2.979999999999999,0.36077366840607233,0.0
52,-2.959999999999999,0.36784766190423096,0.0
53,-2.939999999999999,0.37492165540238986,0.0
54,-2.919999999999999,0.3819956489005474,0.0
55,-2.899999999999999,0.38906964239870573,0.0
56,-2.879999999999999,0.39614363589686435,0.0
57,-2.859999999999999,0.4032176293950224,0.0
58,-2.839999999999999,0.4102916228931802,0.0
59,-2.819999999999999,0.41736561639133857,0.0
60,-2.799999999999999,0.42443960988949747,0.0
61,-2.779999999999999,0.4315136033876547,0.0
62,-2.759999999999999,0.43858759688581306,0.0
63,-2.739999999999999,0.4456615903839725,0.0
64,-2.719999999999999,0.4527355838821303,0.0
65,-2.699999999999999,0.4598095773802881,0.0
66,-2.679999999999999,0.466883570878447,0.0
67,-2.659999999999999,0.47395756437660536,0.0
68,-2.639999999999999,0.4810315578747634,0.0
69,-2.6199999999999988,0.4881055513729212,0.0
70,-2.5999999999999988,0.49517954487107985,0.0
71,-2.5799999999999987,0.5022535383692381,0.0
72,-2.5599999999999987,0.5093275318673968,0.0
73,-2.5399999999999987,0.5164015253655552,0.0
74,-2.5199999999999987,0.5234755188637132,0.0
75,-2.4999999999999987,0.5305495123618708,0.0
76,-2.4799999999999986,0.5376235058600296,0.0
77,-2.4599999999999986,0.5446974993581882,0.0
78,-2.4399999999999986,0.5517714928563466,0.0
79,-2.4199999999999986,0.5588454863545047,0.0
80,-2.3999999999999986,0.5659194798526633,0.0
81,-2.3799999999999986,0.5729934733508208,0.0
82,-2.3599999999999985,0.5800674668489799,0.0
83,-2.3399999999999985,0.5871414603471383,0.0
84,-2.3199999999999985,0.5942154538452962,0.0
85,-2.2999999999999985,0.6012894473434542,0.0
86,-2.2799999999999985,0.6083634408416131,0.0
87,-2.2599999999999985,0.6154374343397706,0.0
88,-2.2399999999999984,0.6225114278379292,0.0
89,-2.2199999999999984,0.6295854213360881,0.0
90,-2.1999999999999984,0.6366594148342454,0.0
91,-2.1799999999999984,0.6437334083324038,0.0
92,-2.1599999999999984,0.6508074018305621,0.0
93,-2.1399999999999983,0.6578813953287206,0.0
94,-2.1199999999999983,0.6649553888268785,0.0
95,-2.0999999999999983,0.6720293823250366,0.0
96,-2.0799999999999983,0.6791033758231956,0.0
97,-2.0599999999999983,0.6861773693213534,0.0
98,-2.0399999999999983,0.6932513628195122,0.0
99,-2.0199999999999982,0.6993540487351028,0.0
100,-1.9999999999999982,0.7035390673489288,0.0
101,-1.9799999999999982,0.7077240859627552,0.0
102,-1.9599999999999982,0.7119091045765801,0.0
103,-1.9399999999999982,0.7160941231904064,0.0
104,-1.9199999999999982,0.7202791418042318,0.0
105,-1.8999999999999981,0.7244641604180575,0.0
106,-1.8799999999999981,0.7286491790318829,0.0
107,-1.859999999999998,0.7328341976457089,0.0
108,-1.839999999999998,0.7370192162595346,0.0
109,-1.819999999999998,0.7412042348733607,0.0
110,-1.799999999999998,0.7453892534871862,0.0
111,-1.779999999999998,0.7495742721010117,0.0
112,-1.759999999999998,0.7537592907148377,0.0
113,-1.739999999999998,0.7579443093286636,0.0
114,-1.719999999999998,0.7621293279424889,0.0
115,-1.699999999999998,0.7663143465563157,0.0
116,-1.679999999999998,0.7704993651701401,0.0
117,-1.659999999999998,0.7746843837839659,0.0
118,-1.639999999999998,0.7788456567002454,0.0
119,-1.6199999999999979,0.7827723790377067,0.0
120,-1.5999999999999979,0.7866991013751692,0.0
121,-1.5799999999999979,0.7906258237126302,0.0
